reviews,value,comfort,location,cleanliness,service,facilities,ws_pos_reviews,filtered_word
有不少可愛不怕生的貓咪，業者本身還經營餐廳和島上旅遊行程以及機車出租,0.0,0.0,0.0,0.0,0.0,1.0,有(V_2)/不少(Neqa)/可愛(VH)/不(D)/怕生(VH)/的(DE)/貓咪(Na)/，(COMMACATEGORY)/業者(Na)/本身(Nh)/還(D)/經營(VC)/餐廳(Nc)/和(Caa)/島(Na)/上(Ncd)/旅遊(VA)/行程(Na)/以及(Caa)/機車(Na)/出租(VD),有(V_2)/不少(Neqa)/可愛(VH)/怕生(VH)/貓咪(Na)/業者(Na)/本身(Nh)/經營(VC)/餐廳(Nc)/島(Na)/上(Ncd)/旅遊(VA)/行程(Na)/機車(Na)/出租(VD)
雖然還沒有住過，不過很想體驗在虎井的住宿，虎井有不錯的景觀，船班太少，可惜！,0.0,0.0,0.0,0.0,0.0,0.0,雖然(Cbb)/還(D)/沒有(D)/住(VCL)/過(Di)/，(COMMACATEGORY)/不過(Cbb)/很(Dfa)/想(VE)/體驗(VC)/在(P)/虎井(Nc)/的(DE)/住宿(VA)/，(COMMACATEGORY)/虎井(Nc)/有(V_2)/不錯(VH)/的(DE)/景觀(Na)/，(COMMACATEGORY)/船班(Na)/太少(VH)/，(COMMACATEGORY)/可惜(VH)/！(EXCLAMATIONCATEGORY),住(VCL)/想(VE)/體驗(VC)/在(P)/虎井(Nc)/住宿(VA)/虎井(Nc)/有(V_2)/不錯(VH)/景觀(Na)/船班(Na)/太少(VH)/可惜(VH)
樓下來來鮮魚湯是老闆開的，可吃飯，也有機車可租 (房客優惠50元)，非常方便。,1.0,0.0,0.0,0.0,0.0,1.0,樓下(Nc)/來來(VA)/鮮魚湯(Na)/是(SHI)/老闆(Na)/開(VC)/的(T)/，(COMMACATEGORY)/可(D)/吃飯(VA)/，(COMMACATEGORY)/也(D)/有(V_2)/機車(Na)/可(D)/租(VD)/ (WHITESPACE)/((PARENTHESISCATEGORY)/房客(Na)/優惠(VJ)/50(Neu)/元(Nf)/)(PARENTHESISCATEGORY)/，(COMMACATEGORY)/非常(Dfa)/方便(VH)/。(PERIODCATEGORY),樓下(Nc)/來來(VA)/鮮魚湯(Na)/老闆(Na)/開(VC)/吃飯(VA)/有(V_2)/機車(Na)/租(VD)/房客(Na)/優惠(VJ)/50(Neu)/元(Nf)/方便(VH)
旅館有些老舊，房間不大，有溫泉池，但是沒溫泉，冬天看海浪，夏日比較好吧！,0.0,1.0,1.0,0.0,0.0,1.0,旅館(Nc)/有些(Dfa)/老舊(VH)/，(COMMACATEGORY)/房間(Nc)/不(D)/大(VH)/，(COMMACATEGORY)/有(V_2)/溫泉池(Na)/，(COMMACATEGORY)/但是(Cbb)/沒(VJ)/溫泉(Na)/，(COMMACATEGORY)/冬天(Nd)/看(VC)/海浪(Na)/，(COMMACATEGORY)/夏日(Nd)/比較(Dfa)/好(VH)/吧(T)/！(EXCLAMATIONCATEGORY),旅館(Nc)/老舊(VH)/房間(Nc)/大(VH)/有(V_2)/溫泉池(Na)/沒(VJ)/溫泉(Na)/冬天(Nd)/看(VC)/海浪(Na)/夏日(Nd)/好(VH)
25坪的原木裝潢，外面露台有2張躺椅，可以看到遠處海邊庭院整個景色，很愜意優美,0.0,0.0,1.0,0.0,0.0,1.0,25(Neu)/坪(Nf)/的(DE)/原木(Na)/裝潢(VC)/，(COMMACATEGORY)/外面(Ncd)/露台(Na)/有(V_2)/2(Neu)/張(Nf)/躺椅(Na)/，(COMMACATEGORY)/可以(D)/看到(VE)/遠處(Nc)/海邊(Na)/庭院(Na)/整(Neqa)/個(Nf)/景色(Na)/，(COMMACATEGORY)/很(Dfa)/愜意(VH)/優美(VH),25(Neu)/坪(Nf)/原木(Na)/裝潢(VC)/外面(Ncd)/露台(Na)/有(V_2)/2(Neu)/張(Nf)/躺椅(Na)/看到(VE)/遠處(Nc)/海邊(Na)/庭院(Na)/整(Neqa)/個(Nf)/景色(Na)/愜意(VH)/優美(VH)
放空 咖啡 夕陽 海景 只能給它滿分,0.0,0.0,1.0,0.0,1.0,0.0,放空(VH)/ (WHITESPACE)/咖啡(Na)/ (WHITESPACE)/夕陽(Na)/ (WHITESPACE)/海景(Na)/ (WHITESPACE)/只(Da)/能(D)/給(VD)/它(Nh)/滿分(Na),放空(VH)/咖啡(Na)/夕陽(Na)/海景(Na)/給(VD)/它(Nh)/滿分(Na)
地點很棒，距離捷運站500公尺，旁邊有便利商店、餐廳酒吧林立，離百貨商圈也不遠。,0.0,0.0,1.0,0.0,0.0,0.0,地點(Na)/很(Dfa)/棒(VH)/，(COMMACATEGORY)/距離(P)/捷運站(Nc)/500(Neu)/公尺(Nf)/，(COMMACATEGORY)/旁邊(Ncd)/有(V_2)/便利商店(Nc)/、(PAUSECATEGORY)/餐廳(Nc)/酒吧(Nc)/林立(VH)/，(COMMACATEGORY)/離(P)/百貨(Nc)/商圈(Nc)/也(D)/不遠(D)/。(PERIODCATEGORY),地點(Na)/棒(VH)/距離(P)/捷運站(Nc)/500(Neu)/公尺(Nf)/旁邊(Ncd)/有(V_2)/便利商店(Nc)/餐廳(Nc)/酒吧(Nc)/林立(VH)/離(P)/百貨(Nc)/商圈(Nc)
室內裝潢與衛生環境我很滿意，但說服務品質與住宿體驗我給4顆星。可以再繼續加油！,0.0,1.0,0.0,1.0,1.0,0.0,室(Nc)/內(Ncd)/裝潢(Na)/與(Caa)/衛生(Na)/環境(Na)/我(Nh)/很(Dfa)/滿意(VK)/，(COMMACATEGORY)/但(Cbb)/說(VE)/服務(VC)/品質(Na)/與(Caa)/住宿(VA)/體驗(VC)/我(Nh)/給(VD)/4(Neu)/顆(Nf)/星(Na)/。(PERIODCATEGORY)/可以(D)/再(D)/繼續(VF)/加油(VB)/！(EXCLAMATIONCATEGORY),室(Nc)/內(Ncd)/裝潢(Na)/衛生(Na)/環境(Na)/我(Nh)/滿意(VK)/說(VE)/服務(VC)/品質(Na)/住宿(VA)/體驗(VC)/我(Nh)/給(VD)/4(Neu)/顆(Nf)/星(Na)/繼續(VF)/加油(VB)
但是房間及衛浴完全沒有放置物品及掛衣服的地方，有待改善。,0.0,1.0,0.0,0.0,0.0,0.0,但是(Cbb)/房間(Nc)/及(Caa)/衛浴(Na)/完全(D)/沒有(D)/放置(VC)/物品(Na)/及(Caa)/掛(VC)/衣服(Na)/的(DE)/地方(Na)/，(COMMACATEGORY)/有待(VK)/改善(VC)/。(PERIODCATEGORY),房間(Nc)/衛浴(Na)/放置(VC)/物品(Na)/掛(VC)/衣服(Na)/地方(Na)/有待(VK)/改善(VC)
民宿位於朝日溫泉附近，這邊吃的店家很少，建議在鬧區先用餐。,0.0,0.0,1.0,0.0,0.0,0.0,民宿(Nc)/位於(VCL)/朝日(Na)/溫泉(Na)/附近(Nc)/，(COMMACATEGORY)/這邊(Ncd)/吃(VC)/的(DE)/店家(Na)/很少(VH)/，(COMMACATEGORY)/建議(VE)/在(P)/鬧區(Nc)/先(D)/用餐(VA)/。(PERIODCATEGORY),民宿(Nc)/位於(VCL)/朝日(Na)/溫泉(Na)/附近(Nc)/這邊(Ncd)/吃(VC)/店家(Na)/很少(VH)/建議(VE)/在(P)/鬧區(Nc)/用餐(VA)
房間十分舒適，不過距離市區頗遠的，因為住宿並未有附早餐，可能會有點不便,0.0,1.0,1.0,0.0,1.0,0.0,房間(Nc)/十分(Dfa)/舒適(VH)/，(COMMACATEGORY)/不過(Cbb)/距離(P)/市區(Nc)/頗(Dfa)/遠(VH)/的(T)/，(COMMACATEGORY)/因為(Cbb)/住宿(VA)/並(D)/未(D)/有(D)/附(VC)/早餐(Na)/，(COMMACATEGORY)/可能(D)/會(D)/有點(Dfa)/不便(VH),房間(Nc)/舒適(VH)/距離(P)/市區(Nc)/遠(VH)/住宿(VA)/附(VC)/早餐(Na)/不便(VH)
老闆非常熱情，住宿環境很棒? 還有行程講解，活動套票非常優惠！,1.0,1.0,0.0,0.0,1.0,0.0,老闆(Na)/非常(Dfa)/熱情(VH)/，(COMMACATEGORY)/住宿(VA)/環境(Na)/很(Dfa)/棒(VH)/?(QUESTIONCATEGORY)/ (WHITESPACE)/還(D)/有(V_2)/行程(Na)/講解(VE)/，(COMMACATEGORY)/活動(Na)/套票(Na)/非常(Dfa)/優惠(VJ)/！(EXCLAMATIONCATEGORY),老闆(Na)/熱情(VH)/住宿(VA)/環境(Na)/棒(VH)/有(V_2)/行程(Na)/講解(VE)/活動(Na)/套票(Na)/優惠(VJ)
逛街購物蛋黃區，設備還可以，若有開車建議早到才能有位子停車,0.0,1.0,1.0,0.0,0.0,1.0,逛街(VA)/購物(VA)/蛋黃區(Nc)/，(COMMACATEGORY)/設備(Na)/還可以(VH)/，(COMMACATEGORY)/若(Cbb)/有(V_2)/開車(VA)/建議(Na)/早(D)/到(VCL)/才(Da)/能(D)/有(V_2)/位子(Na)/停車(VA),逛街(VA)/購物(VA)/蛋黃區(Nc)/設備(Na)/還可以(VH)/有(V_2)/開車(VA)/建議(Na)/到(VCL)/有(V_2)/位子(Na)/停車(VA)
這家是我在住過最爛的旅館，房間非常小，早餐是我吃過最爛的。,0.0,1.0,0.0,0.0,1.0,0.0,這(Nep)/家(Nc)/是(SHI)/我(Nh)/在(P)/住(VCL)/過(Di)/最(Dfa)/爛(VH)/的(DE)/旅館(Nc)/，(COMMACATEGORY)/房間(Nc)/非常(Dfa)/小(VH)/，(COMMACATEGORY)/早餐(Na)/是(SHI)/我(Nh)/吃(VC)/過(Di)/最(Dfa)/爛(VH)/的(T)/。(PERIODCATEGORY),這(Nep)/家(Nc)/我(Nh)/在(P)/住(VCL)/爛(VH)/旅館(Nc)/房間(Nc)/小(VH)/早餐(Na)/我(Nh)/吃(VC)/爛(VH)
水龍頭水超級小，隔音差，壁紙掉落，冰箱還有上一位客人飲品,0.0,1.0,0.0,1.0,0.0,0.0,水龍頭(Na)/水(Na)/超級(Dfa)/小(VH)/，(COMMACATEGORY)/隔音(A)/差(VH)/，(COMMACATEGORY)/壁紙(Na)/掉落(VCL)/，(COMMACATEGORY)/冰箱(Na)/還(D)/有(V_2)/上(Nes)/一(Neu)/位(Nf)/客人(Na)/飲品(Na),水龍頭(Na)/水(Na)/小(VH)/隔音(A)/差(VH)/壁紙(Na)/掉落(VCL)/冰箱(Na)/有(V_2)/上(Nes)/一(Neu)/位(Nf)/客人(Na)/飲品(Na)
房間舒適乾淨 環境令人放鬆,0.0,1.0,0.0,1.0,0.0,0.0,房間(Nc)/舒適(VH)/乾淨(VH)/ (WHITESPACE)/環境(Na)/令(VL)/人(Na)/放鬆(VHC),房間(Nc)/舒適(VH)/乾淨(VH)/環境(Na)/令(VL)/人(Na)/放鬆(VHC)
老闆跟老闆娘很親切，推薦,0.0,0.0,0.0,0.0,1.0,0.0,老闆(Na)/跟(Caa)/老闆娘(Na)/很(Dfa)/親切(VH)/，(COMMACATEGORY)/推薦(VC),老闆(Na)/老闆娘(Na)/親切(VH)/推薦(VC)
風景優美，民宿整齊清潔，老闆很親切。,0.0,0.0,1.0,1.0,1.0,0.0,風景(Na)/優美(VH)/，(COMMACATEGORY)/民宿(Nc)/整齊(VH)/清潔(VH)/，(COMMACATEGORY)/老闆(Na)/很(Dfa)/親切(VH)/。(PERIODCATEGORY),風景(Na)/優美(VH)/民宿(Nc)/整齊(VH)/清潔(VH)/老闆(Na)/親切(VH)
普通，房間整齊但外觀實在不行 早餐種類少，但還算可以 房客幾乎日本人居多,0.0,1.0,0.0,1.0,1.0,0.0,普通(VH)/，(COMMACATEGORY)/房間(Nc)/整齊(VH)/但(Cbb)/外觀(Na)/實在(D)/不行(VH)/ (WHITESPACE)/早餐(Na)/種類(Na)/少(VH)/，(COMMACATEGORY)/但(Cbb)/還(D)/算(VG)/可以(D)/ (WHITESPACE)/房客(Na)/幾乎(Da)/日本人(Na)/居多(VI),普通(VH)/房間(Nc)/整齊(VH)/外觀(Na)/不行(VH)/早餐(Na)/種類(Na)/少(VH)/算(VG)/房客(Na)/日本人(Na)/居多(VI)
乾淨舒適，服務親切，有腳踏車可以借，唯獨電視品質普通，大多為衛星日本電視,0.0,1.0,0.0,1.0,1.0,1.0,乾淨(VH)/舒適(VH)/，(COMMACATEGORY)/服務(VC)/親切(VH)/，(COMMACATEGORY)/有(V_2)/腳踏車(Na)/可以(D)/借(VD)/，(COMMACATEGORY)/唯獨(Da)/電視(Na)/品質(Na)/普通(VH)/，(COMMACATEGORY)/大多(D)/為(VG)/衛星(Na)/日本(Nc)/電視(Na),乾淨(VH)/舒適(VH)/服務(VC)/親切(VH)/有(V_2)/腳踏車(Na)/借(VD)/電視(Na)/品質(Na)/普通(VH)/為(VG)/衛星(Na)/日本(Nc)/電視(Na)
四人房空間滿大的，環境簡單乾淨，服務人員也親切，只可惜晚上的隔音很不好。,0.0,1.0,0.0,1.0,1.0,0.0,四(Neu)/人(Na)/房(Na)/空間(Na)/滿(Dfa)/大(VH)/的(T)/，(COMMACATEGORY)/環境(Na)/簡單(VH)/乾淨(VH)/，(COMMACATEGORY)/服務(Nv)/人員(Na)/也(D)/親切(VH)/，(COMMACATEGORY)/只(Da)/可惜(VH)/晚上(Nd)/的(DE)/隔音(A)/很(Dfa)/不(D)/好(VH)/。(PERIODCATEGORY),四(Neu)/人(Na)/房(Na)/空間(Na)/大(VH)/環境(Na)/簡單(VH)/乾淨(VH)/服務(Nv)/人員(Na)/親切(VH)/可惜(VH)/晚上(Nd)/隔音(A)/好(VH)
三樓屋頂很適合看海，很棒的地方，服務親切，房間安靜。,0.0,1.0,1.0,0.0,1.0,1.0,三樓(Nc)/屋頂(Nc)/很(Dfa)/適合(VH)/看(VC)/海(Na)/，(COMMACATEGORY)/很(Dfa)/棒(VH)/的(DE)/地方(Na)/，(COMMACATEGORY)/服務(VC)/親切(VH)/，(COMMACATEGORY)/房間(Nc)/安靜(VH)/。(PERIODCATEGORY),三樓(Nc)/屋頂(Nc)/適合(VH)/看(VC)/海(Na)/棒(VH)/地方(Na)/服務(VC)/親切(VH)/房間(Nc)/安靜(VH)
地點離機場很近 非常方便 民宿房間和公用空間都很乾淨 廁所很大間,0.0,1.0,1.0,1.0,0.0,0.0,地點(Na)/離(P)/機場(Nc)/很(Dfa)/近(VH)/ (WHITESPACE)/非常(Dfa)/方便(VH)/ (WHITESPACE)/民宿(Nc)/房間(Nc)/和(Caa)/公用(A)/空間(Na)/都(D)/很(Dfa)/乾淨(VH)/ (WHITESPACE)/廁所(Nc)/很(Dfa)/大(VH)/間(Ng),地點(Na)/離(P)/機場(Nc)/近(VH)/方便(VH)/民宿(Nc)/房間(Nc)/公用(A)/空間(Na)/乾淨(VH)/廁所(Nc)/大(VH)/間(Ng)
頂樓就能放空發呆，cp值高的好民宿，小管家很和善對房客很好,1.0,0.0,0.0,0.0,1.0,1.0,頂樓(Nc)/就(D)/能(D)/放空(VH)/發呆(VH)/，(COMMACATEGORY)/cp值(FW)/高(VH)/的(DE)/好(VH)/民宿(Nc)/，(COMMACATEGORY)/小(VH)/管家(Na)/很(Dfa)/和善(VH)/對(P)/房客(Na)/很(Dfa)/好(VH),頂樓(Nc)/放空(VH)/發呆(VH)/cp值(FW)/高(VH)/好(VH)/民宿(Nc)/小(VH)/管家(Na)/和善(VH)/對(P)/房客(Na)/好(VH)
有家的溫暖、飯店的舒適還有小管家親切的招待。有機會一定會再去拜訪。,0.0,1.0,0.0,0.0,1.0,0.0,有(V_2)/家(Na)/的(DE)/溫暖(VHC)/、(PAUSECATEGORY)/飯店(Nc)/的(DE)/舒適(VH)/還(Caa)/有(V_2)/小(VH)/管家(Na)/親切(VH)/的(DE)/招待(VC)/。(PERIODCATEGORY)/有(V_2)/機會(Na)/一定(D)/會(D)/再(D)/去(D)/拜訪(VC)/。(PERIODCATEGORY),有(V_2)/家(Na)/溫暖(VHC)/飯店(Nc)/舒適(VH)/有(V_2)/小(VH)/管家(Na)/親切(VH)/招待(VC)/有(V_2)/機會(Na)/拜訪(VC)
環境清幽，房型舒適，獨棟別墅，火車鐵軌，高山雲繞，一覽無遺。,0.0,1.0,1.0,0.0,0.0,0.0,環境(Na)/清幽(VH)/，(COMMACATEGORY)/房型(Na)/舒適(VH)/，(COMMACATEGORY)/獨棟(A)/別墅(Na)/，(COMMACATEGORY)/火車(Na)/鐵軌(Na)/，(COMMACATEGORY)/高山(Na)/雲(Na)/繞(VA)/，(COMMACATEGORY)/一覽無遺(VH)/。(PERIODCATEGORY),環境(Na)/清幽(VH)/房型(Na)/舒適(VH)/獨棟(A)/別墅(Na)/火車(Na)/鐵軌(Na)/高山(Na)/雲(Na)/繞(VA)/一覽無遺(VH)
室內迴音有點大，但整體上還是值得推薦的好民宿。,0.0,1.0,0.0,0.0,0.0,0.0,室(Nc)/內(Ncd)/迴音(Na)/有點(Dfa)/大(VH)/，(COMMACATEGORY)/但(Cbb)/整體(Na)/上(Ng)/還是(D)/值得(VH)/推薦(VC)/的(DE)/好(VH)/民宿(Nc)/。(PERIODCATEGORY),室(Nc)/內(Ncd)/迴音(Na)/大(VH)/整體(Na)/上(Ng)/值得(VH)/推薦(VC)/好(VH)/民宿(Nc)
隔音差，晚上聽得到隔壁房間的聲音；早上更是被隔壁建築的施工噪音吵到不能睡覺。,0.0,1.0,0.0,0.0,0.0,0.0,隔音(A)/差(VH)/，(COMMACATEGORY)/晚上(Nd)/聽(VE)/得(DE)/到(VE)/隔壁(Nc)/房間(Nc)/的(DE)/聲音(Na)/；(SEMICOLONCATEGORY)/早上(Nd)/更(D)/是(SHI)/被(P)/隔壁(Nc)/建築(Na)/的(DE)/施工(VA)/噪音(Na)/吵到(VC)/不能(D)/睡覺(VA)/。(PERIODCATEGORY),隔音(A)/差(VH)/晚上(Nd)/聽(VE)/到(VE)/隔壁(Nc)/房間(Nc)/聲音(Na)/早上(Nd)/被(P)/隔壁(Nc)/建築(Na)/施工(VA)/噪音(Na)/吵到(VC)/睡覺(VA)
近捷運站，服務親切環境舒適，早餐提供吐司自理,0.0,1.0,1.0,0.0,1.0,0.0,近(VCL)/捷運站(Nc)/，(COMMACATEGORY)/服務(VC)/親切(VH)/環境(Na)/舒適(VH)/，(COMMACATEGORY)/早餐(Na)/提供(VD)/吐司(Na)/自理(VC),近(VCL)/捷運站(Nc)/服務(VC)/親切(VH)/環境(Na)/舒適(VH)/早餐(Na)/提供(VD)/吐司(Na)/自理(VC)
三樓廁所空間偏小，但是是免治馬桶，品質很不錯,0.0,1.0,0.0,0.0,0.0,0.0,三樓(Nc)/廁所(Nc)/空間(Na)/偏(VJ)/小(VH)/，(COMMACATEGORY)/但是(Cbb)/是(SHI)/免(A)/治(VC)/馬桶(Na)/，(COMMACATEGORY)/品質(Na)/很(Dfa)/不錯(VH),三樓(Nc)/廁所(Nc)/空間(Na)/偏(VJ)/小(VH)/免(A)/治(VC)/馬桶(Na)/品質(Na)/不錯(VH)
只有~吵 沒有停車位 沒有晚餐早餐 房間很小 透天厝,0.0,1.0,0.0,0.0,1.0,1.0,只有(D)/~(FW)/吵(VH)/ (WHITESPACE)/沒有(VJ)/停車位(Na)/ (WHITESPACE)/沒有(VJ)/晚餐(Na)/早餐(Na)/ (WHITESPACE)/房間(Nc)/很(Dfa)/小(VH)/ (WHITESPACE)/透天厝(VH),吵(VH)/沒有(VJ)/停車位(Na)/沒有(VJ)/晚餐(Na)/早餐(Na)/房間(Nc)/小(VH)/透天厝(VH)
多3個小孩每人加收300 沒多備品 沒多床 老闆很愛錢,1.0,0.0,0.0,0.0,0.0,0.0,多(VH)/3(Neu)/個(Nf)/小孩(Na)/每(Nes)/人(Na)/加收(VC)/300(Neu)/ (WHITESPACE)/沒(VJ)/多(Na)/備(Na)/品(Na)/ (WHITESPACE)/沒(VJ)/多(Neqa)/床(Na)/ (WHITESPACE)/老闆(Na)/很(Dfa)/愛(VL)/錢(Na),多(VH)/3(Neu)/個(Nf)/小孩(Na)/每(Nes)/人(Na)/加收(VC)/300(Neu)/沒(VJ)/多(Na)/備(Na)/品(Na)/沒(VJ)/多(Neqa)/床(Na)/老闆(Na)/愛(VL)/錢(Na)
簡單乾淨，店員很像韓國的花美男！,0.0,0.0,0.0,1.0,1.0,0.0,簡單(VH)/乾淨(VH)/，(COMMACATEGORY)/店員(Na)/很(Dfa)/像(VG)/韓國(Nc)/的(DE)/花美男(Nb)/！(EXCLAMATIONCATEGORY),簡單(VH)/乾淨(VH)/店員(Na)/像(VG)/韓國(Nc)/花美男(Nb)
菜。西式只有自助烤吐司，提供花生跟草莓抹醬。飲料是冰紅茶跟三合一熱咖啡。,0.0,0.0,0.0,0.0,1.0,0.0,菜(Na)/。(PERIODCATEGORY)/西式(A)/只有(D)/自助(VA)/烤(VC)/吐司(Na)/，(COMMACATEGORY)/提供(VD)/花生(Na)/跟(Caa)/草莓(Na)/抹醬(Na)/。(PERIODCATEGORY)/飲料(Na)/是(SHI)/冰(VHC)/紅茶(Na)/跟(Caa)/三合一(VH)/熱(VHC)/咖啡(Na)/。(PERIODCATEGORY),菜(Na)/西式(A)/自助(VA)/烤(VC)/吐司(Na)/提供(VD)/花生(Na)/草莓(Na)/抹醬(Na)/飲料(Na)/冰(VHC)/紅茶(Na)/三合一(VH)/熱(VHC)/咖啡(Na)
乾淨、雙人房空間較小 隔音效果稍差 早餐的選擇性沒那麼多,0.0,1.0,0.0,1.0,0.0,0.0,乾淨(VH)/、(PAUSECATEGORY)/雙人房(Na)/空間(Na)/較(Dfa)/小(VH)/ (WHITESPACE)/隔音(A)/效果(Na)/稍(D)/差(VH)/ (WHITESPACE)/早餐(Na)/的(DE)/選擇性(Na)/沒(VJ)/那麼多(Neqa),乾淨(VH)/雙人房(Na)/空間(Na)/小(VH)/隔音(A)/效果(Na)/差(VH)/早餐(Na)/選擇性(Na)/沒(VJ)/那麼多(Neqa)
南海飯店 員工服務好 無論係櫃檯職員 執房服務員 態度友善&親切。,0.0,0.0,0.0,0.0,1.0,0.0,南海(Nc)/飯店(Nc)/ (WHITESPACE)/員工(Na)/服務(VC)/好(VH)/ (WHITESPACE)/無論(Cbb)/係(VG)/櫃檯(Nc)/職員(Na)/ (WHITESPACE)/執房(VC)/服務員(Na)/ (WHITESPACE)/態度(Na)/友善(VH)/&(Caa)/親切(VH)/。(PERIODCATEGORY),南海(Nc)/飯店(Nc)/員工(Na)/服務(VC)/好(VH)/係(VG)/櫃檯(Nc)/職員(Na)/執房(VC)/服務員(Na)/態度(Na)/友善(VH)/親切(VH)
服務超棒！尤其是門房的阿伯非常有活力又很親切。整個大眾女湯設備空間皆寬敞宜人,0.0,0.0,0.0,0.0,1.0,1.0,服務(VC)/超棒(VH)/！(EXCLAMATIONCATEGORY)/尤其(D)/是(SHI)/門房(Na)/的(DE)/阿伯(Na)/非常(Dfa)/有(V_2)/活力(Na)/又(D)/很(Dfa)/親切(VH)/。(PERIODCATEGORY)/整(Neqa)/個(Nf)/大眾(Nh)/女湯(Na)/設備(Na)/空間(Na)/皆(D)/寬敞(VH)/宜人(VH),服務(VC)/超棒(VH)/門房(Na)/阿伯(Na)/有(V_2)/活力(Na)/親切(VH)/整(Neqa)/個(Nf)/大眾(Nh)/女湯(Na)/設備(Na)/空間(Na)/寬敞(VH)/宜人(VH)
大眾池泡湯宛如置身日本 餐的食材跟手藝都好 台北近郊放鬆身心的好選擇,0.0,0.0,0.0,0.0,1.0,1.0,大眾池(Na)/泡湯(VH)/宛如(VG)/置身(VCL)/日本(Nc)/ 餐(Na)/的(DE)/食材(Na)/跟(Caa)/手藝(Na)/都(D)/好(VH)/ (WHITESPACE)/台北(Nc)/近郊(Nc)/放鬆(VHC)/身心(Na)/的(DE)/好(VH)/選擇(VC),大眾池(Na)/泡湯(VH)/宛如(VG)/置身(VCL)/日本(Nc)/餐(Na)/食材(Na)/手藝(Na)/好(VH)/台北(Nc)/近郊(Nc)/放鬆(VHC)/身心(Na)/好(VH)/選擇(VC)
路過喝杯免費咖啡，服務員態度友善，並提供手機充電，有溫度的飯店啊！,1.0,0.0,0.0,0.0,1.0,1.0,路過(VCL)/喝(VC)/杯(Nf)/免費(VH)/咖啡(Na)/，(COMMACATEGORY)/服務員(Na)/態度(Na)/友善(VH)/，(COMMACATEGORY)/並(Cbb)/提供(VD)/手機(Na)/充電(VA)/，(COMMACATEGORY)/有(V_2)/溫度(Na)/的(DE)/飯店(Nc)/啊(T)/！(EXCLAMATIONCATEGORY),路過(VCL)/喝(VC)/杯(Nf)/免費(VH)/咖啡(Na)/服務員(Na)/態度(Na)/友善(VH)/提供(VD)/手機(Na)/充電(VA)/有(V_2)/溫度(Na)/飯店(Nc)
熱情的老闆娘，招待很周到。環境也很舒適，尤其裡面的大草皮很適合親子活動！,0.0,0.0,0.0,0.0,1.0,1.0,熱情(VH)/的(DE)/老闆娘(Na)/，(COMMACATEGORY)/招待(VC)/很(Dfa)/周到(VH)/。(PERIODCATEGORY)/環境(Na)/也(D)/很(Dfa)/舒適(VH)/，(COMMACATEGORY)/尤其(D)/裡面(Ncd)/的(DE)/大(VH)/草皮(Na)/很(Dfa)/適合(VH)/親子(Na)/活動(Na)/！(EXCLAMATIONCATEGORY),熱情(VH)/老闆娘(Na)/招待(VC)/周到(VH)/環境(Na)/舒適(VH)/裡面(Ncd)/大(VH)/草皮(Na)/適合(VH)/親子(Na)/活動(Na)
"民宿及餐飲,所有服務均採預約制,老闆娘料理手藝很好、建物內外都很優雅！",0.0,0.0,0.0,0.0,1.0,1.0,"民宿(Nc)/及(Caa)/餐飲(Na)/,(COMMACATEGORY)/所有(Neqa)/服務(Nv)/均(D)/採(VC)/預約制(Na)/,(COMMACATEGORY)/老闆娘(Na)/料理(VC)/手藝(Na)/很(Dfa)/好(VH)/、(PAUSECATEGORY)/建物(Na)/內外(Ncd)/都(D)/很(Dfa)/優雅(VH)/！(EXCLAMATIONCATEGORY)",民宿(Nc)/餐飲(Na)/所有(Neqa)/服務(Nv)/採(VC)/預約制(Na)/老闆娘(Na)/料理(VC)/手藝(Na)/好(VH)/建物(Na)/內外(Ncd)/優雅(VH)
下午茶蛋糕好吃 很放鬆的地方,0.0,0.0,0.0,0.0,1.0,0.0,下午茶(Na)/蛋糕(Na)/好吃(VH)/ (WHITESPACE)/很(Dfa)/放鬆(VHC)/的(DE)/地方(Na),下午茶(Na)/蛋糕(Na)/好吃(VH)/放鬆(VHC)/地方(Na)
素食便當的湯好喝，旅行社定價$400的晚餐，但菜色口味+價值與誠意皆不足。,1.0,0.0,0.0,0.0,1.0,0.0,素食(Na)/便當(Na)/的(DE)/湯(Na)/好喝(VH)/，(COMMACATEGORY)/旅行社(Nc)/定價(Na)/$400(Neu)/的(DE)/晚餐(Na)/，(COMMACATEGORY)/但(Cbb)/菜色(Na)/口味(Na)/+(FW)/價值(Na)/與(Caa)/誠意(Na)/皆(D)/不足(VH)/。(PERIODCATEGORY),素食(Na)/便當(Na)/湯(Na)/好喝(VH)/旅行社(Nc)/定價(Na)/400(Neu)/晚餐(Na)/菜色(Na)/口味(Na)/價值(Na)/誠意(Na)/不足(VH)
房間普通 不過櫃檯都很親切也很貼心 會介紹附近景點等等,0.0,1.0,0.0,0.0,1.0,0.0,房間(Nc)/普通(VH)/ (WHITESPACE)/不過(Cbb)/櫃檯(Na)/都(D)/很(Dfa)/親切(VH)/也(D)/很(Dfa)/貼心(VH)/ (WHITESPACE)/會(D)/介紹(VE)/附近(Nc)/景點(Na)/等等(Cab),房間(Nc)/普通(VH)/櫃檯(Na)/親切(VH)/貼心(VH)/介紹(VE)/附近(Nc)/景點(Na)
