reviews,value,comfort,location,cleanliness,service
"地下室提供收費($300/晚)平面停車位，但從一樓汽車要搭電梯下去。	",0,1,0,0,0
"飯店很新 位置滿分 房間多為木頭傢俱和裝潢 有淡淡的木頭香 窗戶旁邊的座位很讚	",0,1,1,0,0
，可以近距離體驗台中多元文化，越南料理好吃，還有很多小店走路就會到，很推薦,0,1,1,0,1
"老闆用心，環境乾淨，寵物有善旅館，CP值高。	",1,1,0,1,1
"一進房滅了六七隻蜘蛛和一隻小強 房間內沒訊號 也沒wifi	",0,1,0,1,0
老闆人超級好∼貓咪也超可愛超親人????重點價格便宜CP值又高！推推推,1,1,0,0,1
"房間�堜@啡茶包飲料礦泉水都有，可惜沒有餐廳可享用熱熱的早餐，都是外送早餐！	",0,1,0,0,1
"親子房有和室，浴室有浴缸，乾濕分離，很適合攜帶孩子們的家庭。	",0,1,0,0,0
"價格親民，設施不會老舊，感覺不錯! 門口一進來還送冬瓜青茶一杯。	",1,1,0,0,1
"酒店房間空間大，設備新穎而且裡面乾淨。浴室浴缸很大，適合放鬆心情。	",0,1,0,1,0
"四人房很適合親子！房間很大，還有陽台，老闆人超好，還借我電鍋（加熱寶寶副食品）	",0,1,0,0,1
"環境乾淨又舒適；窗外能看到龜山島風景美	",0,1,1,1,0
也是很熱心的傳一堆美食介紹給我們，真的是一個很棒很貼心的民宿喔,0,0,0,0,1
老闆很熱情 管家服務很好 ?? 房間舒適又大還有半露天浴池配上無敵山景！,0,1,1,0,1
"房型是閣樓，說實在跟網站看的照片有落差，房價2500很不成正比...	",1,1,0,0,0
"泡湯池很大，有景觀天氣好時可看到龜山島。	",0,1,1,0,0
"空調室內机漏水，房間不太乾淨	",0,1,0,1,0
"老飯店什麼都老 日式踏踏米房隔音效果不好 溫泉池泡起來很舒服	",0,1,0,0,0
"視野好、觀星不錯，價格親民，設施普通，不如山下新民宿。	",1,1,1,0,0
"歷史悠久的日式溫泉 泡完湯可坐露天位置放空或三五好友聊天泡茶 很特別的溫泉	",0,1,0,0,0
"網路訂房雙人加大房2160含早餐。CP值很棒了。	",1,0,0,0,0
"房間採光佳~老闆人很好~ 周圍環境寧靜，但離市區不遠， 附近就是公益路美食多~	",0,1,1,0,1
"員工親切，價位尚可，浴室設備稍舊但還算整潔，地點不錯附近有公車站	",1,1,1,1,1
"全新民宿,老闆老闆娘,人超級棒,房間空間大多樣化,早餐超豐盛!!	",0,1,0,0,1
"非常適合旅遊渡假，年輕朋友烤肉聯誼，家族團聚老人小孩皆大歡喜還有豐富養生早餐	",0,1,0,0,1
"家。位置離梅花湖近，可以騎腳踏車（民宿有提供好騎的車子）前往。	",0,1,1,0,0
"房間舒適 性價比超高 服務好 離逢甲商圈近 物超所值	",0,1,1,0,1
"床看起來髒髒的，枕頭上有頭髮感覺沒有清理過，各種過敏而且隔音不好。不會二訪	",0,1,0,1,0
"一進屋都是煙味，連棉被都有煙味 一早樓上洗衣滴水到冷氣，吵到醒來	",0,1,0,1,0
"每個房間都有個主題，裝潢擺設都不一樣，親子房還有溜滑梯，有車子造型，蠻療癒	",0,1,0,0,0
"四人房很大，整潔乾淨，有提供嬰兒澡盆，還有電梯，服務親切，但隔音早餐不太好。	",0,1,0,1,1
"cp值滿高的一家民宿 雙人房空間寬敞 浴室是乾濕分離的就推推	",1,1,0,0,0
"有麻將桌跟KTV跟大電視而且設備很新，非常適合包棟的房客使用。	",0,1,0,0,0
環境很新很乾淨∼ 一樓有兒童遊樂區、開放廚房，還有超級大電視??,0,1,0,1,0
花蓮遊 強力推薦 「東之旅民宿」?????? 老闆娘婆婆服務周到 一級棒！,0,0,0,0,1
"環境優美適合放鬆房東人nice	",0,1,0,0,1
"透天裡的小套房！下雨車可以停室內！	",0,1,0,0,0
"溫馨的小地方，好停車，住起來很舒適！	",0,1,0,0,0
"溫泉不錯，點心很棒，附近的泰雅文化很棒，老街後面的山豬肉香腸很讚要排隊	",0,1,1,0,1
"價錢公道.老闆.老闆娘全家大小都很親切.風景優美。	",1,0,1,0,1
"CP值高, 裝潢簡單 環境乾淨, 花費中等,停車也算方便, 就是一個泡溫泉的地方	",1,1,0,1,0
"噪音： 住宿的雙人房位於一樓內側，聽不到馬路的車聲，沒有大行李空間還OK。	",0,1,0,0,0
"第一個房間有前位客人的遺留物，想用房內電話和客服反應，結果電話打不通，只好下樓。	",0,0,0,1,1
"車站、西往桃園機場，如同其名，是一個適合旅人的飯店。	",0,0,1,0,0
"傳統的80年的老建築，熱情的老闆，非常有特色的傳統早餐！推薦！	",0,0,0,0,1
"老闆熱情免費招待手作豆花∼	",0,0,0,0,1
"房間溫馨，老闆煮的特色餐好吃∼	",0,1,0,0,1
房間風景很好 整體服務非常棒 早餐雖然選擇較少但品質很好 只是冷氣很冷 ??,0,1,1,0,1
"屋主別出心裁，用心設計，環境優美，溫馨的氣氛溫暖旅人的心。	",0,1,0,0,0
"裝潢很棒, 房子很新, 老闆很親切, CP值相當高	",1,1,0,0,1
"老闆親切，房間風景優美，還有小陽台，非常喜歡！	",0,1,1,0,1
"老闆親切又有愛心,收養這隻貓咪,非常的親人/,素食早餐好吃/房間就可看日出	",0,1,1,0,1
"車子難上山，景色美不勝收絕對值得。讓人整個心靈都放鬆的好地方，老闆人好且好客	",0,0,1,0,1
"4人房，房間空間大，視野遼闊，戶外氣溫低。	",0,1,0,0,0
"服務超棒，老闆和老闆娘把客人當家人一樣的照顧，大家一定要來住裕園洋樓民宿	",0,0,0,0,1
"可以隨時吃小餅乾喝飲料吃水果，房間乾淨舒適，非常推薦。	",0,1,0,1,1
"洋樓建築室內環境舒適 咖啡無限暢飲。	",1,1,0,0,1
"房間礦泉水前位客人有用過,沒換掉續冰在冰箱中	",0,0,0,1,0
"東西比較老舊，昨天在水世界，遇到那間浴缸壞，暖氣壞，ktv都是雜音	",0,1,0,0,0
"晚班女櫃台人員態度不佳，顧客詢問時直接掛電話	",0,0,0,0,1
"民宿主人熱情，介紹當地行程。房間乾淨整齊，有停車位，不用找位置。宿舍環境幽靜。	",0,1,0,1,1
"謝謝老闆娘招待我們遠從台中來台東玩的一家四口，讓我們感受在地的熱情溫暖。	",0,0,0,0,1
"舒適 浴室空間大．乾濕分離 適合團體大家庭	",0,1,0,0,0
"六樓才能直達大廳，否則需要帶著大包小包從隔壁棟繞過來。景觀好。早餐品質中下。	",0,1,1,0,1
"風景不錯，鄰近百貨，交通便利，機械停車場位置很小，高度低，大車不好停。	",0,1,1,0,0
"住宿的方面很棒，樓下就有便利商店非常方便 跟第六市場在同一棟，下樓就可以逛街	",0,1,1,0,0
"大哥人超好，民宿佈置處處用心溫暖，詳盡解說一切事項，早餐令人驚豔，有機會一定再去	",0,0,0,0,1
"房間很寬敞，外面陽臺有吊椅，風景超美，讓人住起來格外的放鬆心情！	",0,1,1,0,0
"老闆手作食物非常美味，房子乾淨可愛，看著海非常棒的享受！	",0,1,1,1,1
"在Agoda訂房網， 找到了這家東港海豚城堡民宿。房間好大ㄚ。	",0,1,0,0,0
非常推薦家裡有小孩或是毛小孩的爸媽帶著寶貝來住宿,0,1,0,0,0
"服務人員親切熱心，因老婆懷孕，幫我們安排不用走樓梯且有乾濕分離的房型，謝謝。	",0,0,0,0,1
環境舒適，乾淨CP值高，在交流道附近，週邊還有很好吃的碗粿，下次還會在回訪！,1,1,1,0,0
"老闆一家人對動物很友善，有個庭園讓我的狗狗好好睡一覺。房間乾淨舒適，很棒啊！	",0,1,0,1,1
"cp值高 熱水夠熱 廁所很大間 老闆人很親切不廢話 提供的建議都很實在	",1,0,0,0,1
"房間乾淨，隔音上下樓層的穿透力強…我們住三樓可以清楚聽到四樓和式方便的聲音。	",0,1,0,1,0
"很適合家族旅遊住宿，親子房也有玩具小孩也玩的很開心，老闆娘很親切熱心！推推推	",0,1,0,0,1
"很不錯的民宿，復古風格，清潔街生方便，還供應早餐，到羅東值得推薦的好所在！	",0,1,0,1,1
"環境舒適、交通方便，民宿老闆很親切，問問題回覆的速度很快!!	",0,1,1,0,1
"價格適中 老闆個性隨和耳傳是生態與星星的故事不少(遊客中心大姊介紹	",1,0,0,0,1
"我們住的是二館，房間設備滿新的，住起來滿舒適的，尤其衛浴是先生很在意的乾濕分離。	",0,1,0,0,0
"記得參加活動先付錢、團體去吧！對待散客或學生拍攝覺得敷衍??'	",0,0,0,0,1
"闆娘漂亮又有氣質 房間乾淨又舒適 午後悠閒時光來杯咖啡??吧	",0,1,0,1,1
"一進大門，滿屋溫馨，闆娘和藹可親，人美心美，價格合理，早餐好吃 超棒，超喜歡。	",1,1,0,0,1
"老闆娘跟老闆很好又親切，房間乾淨又便宜大碗 真的很適合來一品城堡度假	",1,0,0,1,1
"場地清靜、優美、有山有水、園區還有小孩、大人騎單車、非常安全、適合全家大小居住、	",0,1,1,0,0
"值得推薦的民宿，造景很用心，早餐是偏中式的，中上年紀的人應該都喜歡！	",0,1,0,0,1
"景觀很棒、住宿空間很典雅！	",0,1,1,0,0
"有關早餐就像自己家中假日去附近早餐店買的三明治、漢堡、紅茶、豆漿。	",0,0,0,0,1
"可以改善。總體來說我推薦這間民宿給有小孩子的旅客	",0,1,0,0,0
"小孩的不適合4歲以下小孩太危險了	",0,1,0,0,0
"民宿代訂的澎島之星燒烤居然比現場便宜$30, 確幸, 也真的不錯, 好吃的牡蠣。	",1,0,0,0,1
"老闆娘人很好，環境乾淨，風景漂亮，住宿便宜，老闆娘還幫我們申請旅遊補助，大推	",1,0,1,1,1
"有家的感覺，照片是室內及陽台看出景觀。	",0,1,1,0,0
"服務很親切，房間景色很棒(樓中樓的房型)，早餐的菜好吃	",0,1,1,0,1
"女主人好親切，熱心介紹周圍景點和交通路線，另外民宿環境美麗	",0,1,0,0,1
"6.簡單早餐，提供稀飯、高麗菜、肉鬆、花生、醬菜、菜脯蛋和熱奶茶。	",0,0,0,0,1
"老闆人很好！房間環境很乾淨舒適，有任何問題都會很熱心幫忙解答，整體來說非常滿意！	",0,1,0,1,1
"優點：物超所值、空間大、整潔、浴室水壓適中 缺點：床非獨立筒	",1,1,0,1,0
"新.乾淨.老闆親切.平價??光是衝著老闆歡迎毛小孩????下回再來花蓮絕對是首'	",1,1,0,1,1
"甜點和飲料都無可挑剔! 今日點了薰衣草奶茶、黑糖漂浮拿鐵、蘋果酥酥、蜂蜜丹麥。	",0,0,0,0,1
"單品很棒，即使喝冰咖啡也不會太淡，但店內座位不算舒適，不適合久坐	",0,1,0,0,1
"房子氣氛佳，擺設很好看，位子很少，甜點飲料不錯，包廂裡面好像很棒，如果安靜點更好	",0,1,0,0,1
"園區廣大 建築較舊 房間棉被枕頭浴室乾淨 餐廳 泡湯區離住宿區有段距離	",0,1,1,1,0
"友善背包客，地點風景優美，服務人員親切，好，渡假的好地方！	",0,0,1,0,1
"服務OK，成功村設備也沒有問題。不過園區內的露營設施，可能要再多加維護。	",0,1,0,0,1
"茶好，老闆和老闆娘好客健談，想試什麼不囉嗦馬上泡，白茶和蜜香特別好。	",0,0,0,0,1
"專業茶及柚子的農場！請大家一定要來	",0,1,0,0,0
"回歸線時，千萬別錯過店家好喝的「蜜香紅茶」??'	",0,0,0,0,1
"地點方便，房間與廁所浴室乾淨整潔，提供小廚房與簡單牛奶吐司當早餐，很棒	",1,0,0,1,1
"櫃檯小姐很友善，很細心的介紹周圍小吃，環境非常好，咖啡廳的蛋糕跟咖啡也好吃	",0,1,0,0,1
"從大門進來要在櫃檯量體溫傳照片給小幫手，另提供租借腳踏車服務。	",0,1,0,0,0
"房間乾淨空間大，早餐足量衛生，人員親切。惟夜�奡N寢時有持續低頻噪音影響睡眠。	",0,1,0,1,1
"爸爸媽媽去逛當地北晨市場跟旅行團不一樣的行程裡面買不太一樣的東西	",0,0,0,0,0
"乾淨，舒適，冷氣強，早餐豐富，服務好，靠近海邊堤防，落日夕陽好風景。	",0,1,1,1,1
"相關的飯店公共設施(餐廳、洗衣間、健身房等)，單純提供住宿的地方。	",0,1,0,0,0
"床跟浴室(有浴缸)算乾淨,入住4人房,大又明亮,有附早餐,服務元也很親切^^	",1,1,0,1,1
"位於市中心，交通方便，購物用餐方便，服務人員親切，房間靜謐又乾淨。	",0,1,1,0,1
"很溫馨的房子 很喜歡裝潢的感覺 很值得住 離老街也很近！！！	",0,1,1,0,0
"不值那個房價，房間簡陋到不行、熱水器洗到一半就沒水！	",1,1,0,0,0
"老闆娘是藝術家，很好客，民宿很大一棟，充滿藝術氣息！	",0,1,0,0,1
"房間乾淨又舒服，熱情的小管家把客人當朋友一樣在照顧，周邊美食多，台南住宿首選∼	",0,1,1,1,1
"裝潢，服務，丸子&貝果 超出五星級的美好回憶 感受到滿滿青旅的溫暖	",0,1,0,0,1
"鄰近成功路和西門路，交通方便 自由使用旅店有家的感覺 附近有兩家超棒的酒吧，噢爽	",0,1,1,0,0
"距離小瑞士及國民賓館很近，地點很方便，老闆服務親切，只是房間舊了一點，但還算舒適	",0,1,1,0,1
"價格便宜，沒有冷氣只有電風，老闆滿健談的，老闆娘就還好，早餐就白煮蛋和吐司。	",1,1,0,0,1
"隔音很差，隔壁打呼聲都聽的到，套房浴室沒熱水，共用浴室的水忽冷忽熱，超扯。	",0,1,0,0,0
"地點絕佳，房間空間很剛好，早餐選項與其他商務旅館差不多，但有茶選項可以選擇。	",0,1,1,0,1
"隔音非常差，木頭地板沒人會有聲音，廁所衛浴設備沒人用也有水聲。	",0,1,0,0,0
"房間不錯 浴室的浴缸有黃黃的 門有破損 差沒有冰箱 其餘很完美 服務態度不錯	",0,1,0,1,1
"房子空間小，電視是老舊型的，空調也好像有點問題，溫度調整後依然很冷。	",0,1,0,0,0
"便利＆親切 大廳後面的餐廳提供的料理意外很好吃， 沒想到在這種地方能吃到新鮮貨	",0,0,0,0,1
"很多日本客人住這理 這裡的服務人員都會日文	",0,0,0,0,1
日式庭園?有—番風味，環境清悠 適合放鬆自在度假的好地方喔~??,0,1,0,0,0
"房間看出去面對基隆山，風景優美。房間設施完備。一樓有SPA池和交誼廳，超讚！	",0,1,1,0,0
"2.早餐豐盛，九宮格內9種菜餚，有魚有肉有蛋有菇有青菜，飲料有鮮奶、咖啡及果汁。	",0,0,0,0,1
"風景秀麗，環境清幽，鄰近車站和金瓜石博物館，情侶、家庭都適合。	",0,1,1,0,0
"相似日本小店的氛圍很溫馨放鬆，店裡除了提供咖啡也提供茶品和手工甜點。	",0,1,0,0,1
"店員非常親切友善，會詳細地介紹今日蛋糕的種類跟口感；蛋糕跟茶類都很棒 ！	",0,0,0,0,1
"今日選擇水果鬆餅、水果森林茶(實際名字忘記了)，只能說好吃，推薦	",0,0,0,0,1
"草地（露營區）、沙坑、民宿外借的小遊戲，整個也超適合親子住宿，已入我民宿口袋名單	",0,1,0,0,0
"環境明亮整潔，服務態度友善，餐點口味份量誠意十足，遛小孩的好地方，值得再訪！	",0,0,0,1,1
"環境乾淨，場地寬廣，房間小細節都很用心，非常適合小朋友，有機會還會再去	",0,1,0,1,0
"服務人員非常友善，協助帶房，介紹館內設施，地下室一樓有提供免費的遊樂設施。	",0,1,0,0,1
"酒店比想像的好 餐廳的排餐居然還很好吃 餐廳叫茶水巴黎 很有趣的名字 推薦	",0,0,0,0,1
"來宜蘭市住宿首選 環境好、服務好、交通方便旁有戶外停車場 旁邊就夜市	",0,1,1,0,1
"房間也有泡湯池，很棒！	",0,1,0,0,0
"旅社級的住宿環境 整體還算乾淨，可司機寄舖	",0,1,0,1,0
"老闆家人很熱情招待且有問必答解決我們問題，謝謝老闆。	",0,0,0,0,1
民宿裝潢很有質感，簡單俐落，四樓夜景優美 老闆&闆娘很親切，台中住宿好選擇??,0,1,1,0,1
"新開幕?裝潢很有特色 頂樓又有一間獨立浪漫玻璃屋 非常喜歡	",0,1,0,0,0
"華儀初次到恆春住的民宿	",0,0,0,0,0
"房間乾淨 床很舒服 適合一整天都不出門	",0,1,0,1,0
"房間很小，就像日本一搬住家房間，浴室不是木板也不是磁磚，有像回媽媽家的感覺！	",0,1,0,0,0
"日式旅館，小而美，服務好，停車比較不方便	",0,1,0,0,1
"地理位置在捷運民權西路站與中山國小站中間。	",0,0,1,0,0
"還有迎賓飲料，早餐送到房間， 附近也有接送，服務良好， 超級推薦！	",0,0,0,0,1
"民宿乾淨舒適，設備新穎，停車方便，提供墾丁大街接駁，老闆很親切。下次還會再來。	",0,1,0,1,1
"老闆娘親戚，房間裝潢非常有質感。	",0,1,0,0,0
"有素食套餐 (晚餐) 風景空氣都很好 不用出國 台灣就很美了	",0,0,1,0,1
"環境清幽，適合渡假，惟餐食價格稍高，菜色不多	",1,1,0,0,1
