reviews,value,comfort,location,cleanliness,service,ws_pos_reviews,filtered,filtered_noun
旅館有些老舊房間不大有溫泉池但是沒溫泉冬天看海浪夏日比較好吧,0.0,1.0,0.0,0.0,0.0,"旅館(Nc),有(Neqa),些(Nf),老舊(VH),房間(Nc),不大(Dfa),有(V_2),溫泉池(Na),但是(Cbb),沒(VJ),溫泉(Na),冬天(Nd),看(VC),海浪(Na),夏日(Nd),比較(Dfa),好(VH),吧(T)","旅館(Nc),些(Nf),老舊(VH),房間(Nc),不大(Dfa),溫泉池(Na),沒(VJ),溫泉(Na),冬天(Nd),看(VC),海浪(Na),夏日(Nd),比較(Dfa),好(VH)","旅館(Nc),些(Nf),房間(Nc),溫泉池(Na),溫泉(Na),冬天(Nd),海浪(Na),夏日(Nd)"
25坪的原木裝潢外面露台有2張躺椅可以看到遠處海邊庭院整個景色很愜意優美,0.0,1.0,1.0,0.0,0.0,"25(Neu),坪(Nf),的(DE),原木(Na),裝潢(Na),外面(Ncd),露台(Na),有(V_2),2(Neu),張(Nf),躺椅(Na),可以(D),看到(VE),遠處(Nc),海邊(Na),庭院(Na),整(Neqa),個(Nf),景色(Na),很(Dfa),愜意(VH),優美(VH)","25(Neu),坪(Nf),原木(Na),裝潢(Na),外面(Ncd),露台(Na),2(Neu),張(Nf),躺椅(Na),看到(VE),遠處(Nc),海邊(Na),庭院(Na),整(Neqa),景色(Na),很(Dfa),愜意(VH),優美(VH)","25(Neu),坪(Nf),原木(Na),裝潢(Na),外面(Ncd),露台(Na),2(Neu),張(Nf),躺椅(Na),遠處(Nc),海邊(Na),庭院(Na),整(Neqa),景色(Na)"
放空咖啡夕陽海景只能給它滿分,0.0,0.0,1.0,0.0,1.0,"放空(VH),咖啡(Na),夕陽(Na),海景(Na),只(Da),能(D),給(VD),它(Nh),滿分(Na)","放空(VH),咖啡(Na),夕陽(Na),海景(Na),只(Da),滿分(Na)","咖啡(Na),夕陽(Na),海景(Na),滿分(Na)"
地點很棒距離捷運站500公尺旁邊有便利商店餐廳酒吧林立離百貨商圈也不遠,0.0,0.0,1.0,0.0,0.0,"地點(Na),很(Dfa),棒(VH),距離(P),捷運站(Nc),500(Neu),公尺(Nf),旁邊(Ncd),有(V_2),便利商店(Nc),餐廳(Nc),酒吧(Nc),林立(VH),離(P),百貨(Na),商圈(Nc),也(D),不遠(VH)","地點(Na),很(Dfa),棒(VH),距離(P),捷運站(Nc),500(Neu),公尺(Nf),旁邊(Ncd),便利商店(Nc),餐廳(Nc),酒吧(Nc),林立(VH),百貨(Na),商圈(Nc),不遠(VH)","地點(Na),捷運站(Nc),500(Neu),公尺(Nf),旁邊(Ncd),便利商店(Nc),餐廳(Nc),酒吧(Nc),百貨(Na),商圈(Nc)"
室內裝潢與衛生環境我很滿意但說服務品質與住宿體驗我給4顆星可以再繼續加油,0.0,1.0,0.0,1.0,1.0,"室(Nc),內(Ncd),裝潢(Na),與(Caa),衛生(Na),環境(Na),我(Nh),很(Dfa),滿意(VK),但(Cbb),說(VE),服務(VC),品質(Na),與(Caa),住宿(VA),體驗(VC),我(Nh),給(VD),4(Neu),顆(Nf),星(Na),可以(D),再(D),繼續(VF),加油(VB)","室(Nc),內(Ncd),裝潢(Na),衛生(Na),環境(Na),很(Dfa),滿意(VK),說(VE),服務(VC),品質(Na),住宿(VA),體驗(VC),4(Neu),顆(Nf),星(Na),再(D),繼續(VF),加油(VB)","室(Nc),內(Ncd),裝潢(Na),衛生(Na),環境(Na),品質(Na),4(Neu),顆(Nf),星(Na)"
但是房間及衛浴完全沒有放置物品及掛衣服的地方有待改善,0.0,1.0,0.0,0.0,0.0,"但是(Cbb),房間(Nc),及(Caa),衛浴(Na),完全(D),沒有(D),放置(VC),物品(Na),及(Caa),掛(VC),衣服(Na),的(DE),地方(Na),有待(VK),改善(VC)","房間(Nc),衛浴(Na),完全(D),沒有(D),放置(VC),物品(Na),掛(VC),衣服(Na),地方(Na),有待(VK),改善(VC)","房間(Nc),衛浴(Na),物品(Na),衣服(Na),地方(Na)"
民宿位於朝日溫泉附近這邊吃的店家很少建議在鬧區先用餐,0.0,0.0,1.0,0.0,0.0,"民宿(Nc),位於(VCL),朝日(Na),溫泉(Na),附近(Nc),這邊(Ncd),吃(VC),的(DE),店家(Na),很少(D),建議(VE),在(P),鬧區(Nc),先(D),用餐(VA)","民宿(Nc),位於(VCL),朝日(Na),溫泉(Na),附近(Nc),吃(VC),店家(Na),很少(D),建議(VE),鬧區(Nc),先(D),用餐(VA)","民宿(Nc),朝日(Na),溫泉(Na),附近(Nc),店家(Na),鬧區(Nc)"
房間十分舒適不過距離市區頗遠的因為住宿並未有附早餐可能會有點不便,0.0,1.0,1.0,0.0,1.0,"房間(Nc),十分(Dfa),舒適(VH),不過(Cbb),距離(P),市區(Nc),頗(Dfa),遠(VH),的(DE),因為(Cbb),住宿(VA),並(D),未(D),有(D),附(VC),早餐(Na),可能(D),會(D),有點(Dfa),不便(VH)","房間(Nc),十分(Dfa),舒適(VH),距離(P),市區(Nc),頗(Dfa),遠(VH),住宿(VA),未(D),附(VC),早餐(Na),可能(D),會(D),有點(Dfa),不便(VH)","房間(Nc),市區(Nc),早餐(Na)"
老闆非常熱情住宿環境很棒還有行程講解活動套票非常優惠,1.0,1.0,0.0,0.0,1.0,"老闆(Na),非常(Dfa),熱情(VH),住宿(VA),環境(Na),很(Dfa),棒(VH),還(D),有(V_2),行程(Na),講解(VE),活動(Na),套票(Na),非常(Dfa),優惠(VJ)","老闆(Na),非常(Dfa),熱情(VH),住宿(VA),環境(Na),很(Dfa),棒(VH),還(D),行程(Na),講解(VE),活動(Na),套票(Na),非常(Dfa),優惠(VJ)","老闆(Na),環境(Na),行程(Na),活動(Na),套票(Na)"
逛街購物蛋黃區設備還可以若有開車建議早到才能有位子停車,0.0,1.0,1.0,0.0,0.0,"逛街(VA),購物(VA),蛋黃區(Nc),設備(Na),還可以(D),若(Cbb),有(V_2),開車(VA),建議(Na),早(D),到(VCL),才(Da),能(D),有(V_2),位子(Na),停車(VA)","逛街(VA),購物(VA),蛋黃區(Nc),設備(Na),還可以(D),開車(VA),建議(Na),早(D),才(Da),位子(Na),停車(VA)","蛋黃區(Nc),設備(Na),建議(Na),位子(Na)"
這家是我在住過最爛的旅館房間非常小早餐是我吃過最爛的,0.0,1.0,0.0,0.0,1.0,"這(Nep),家(Nc),是(SHI),我(Nh),在(P),住(VCL),過(Di),最(Dfa),爛(VH),的(DE),旅館(Nc),房間(Nc),非常(Dfa),小(VH),早餐(Na),是(SHI),我(Nh),吃(VC),過(Di),最(Dfa),爛(VH),的(DE)","家(Nc),住(VCL),最(Dfa),爛(VH),旅館(Nc),房間(Nc),非常(Dfa),小(VH),早餐(Na),吃(VC),最(Dfa),爛(VH)","家(Nc),旅館(Nc),房間(Nc),早餐(Na)"
水龍頭水超級小隔音差壁紙掉落冰箱還有上一位客人飲品,0.0,1.0,0.0,1.0,0.0,"水龍頭(Na),水(Na),超級(A),小(VH),隔音(A),差(VH),壁紙(Na),掉落(VCL),冰箱(Na),還(D),有(V_2),上(Nes),一(Neu),位(Nf),客人(Na),飲品(Na)","水龍頭(Na),水(Na),超級(A),小(VH),隔音(A),差(VH),壁紙(Na),掉落(VCL),冰箱(Na),還(D),上(Nes),位(Nf),客人(Na),飲品(Na)","水龍頭(Na),水(Na),壁紙(Na),冰箱(Na),上(Nes),位(Nf),客人(Na),飲品(Na)"
房間舒適乾淨環境令人放鬆,0.0,1.0,0.0,1.0,0.0,"房間(Nc),舒適(VH),乾淨(VH),環境(Na),令(VL),人(Na),放鬆(VHC)","房間(Nc),舒適(VH),乾淨(VH),環境(Na),令(VL),人(Na),放鬆(VHC)","房間(Nc),環境(Na),人(Na)"
老闆跟老闆娘很親切推薦,0.0,0.0,0.0,0.0,1.0,"老闆(Na),跟(P),老闆娘(Na),很(Dfa),親切(VH),推薦(VC)","老闆(Na),老闆娘(Na),很(Dfa),親切(VH),推薦(VC)","老闆(Na),老闆娘(Na)"
風景優美民宿整齊清潔老闆很親切,0.0,0.0,1.0,1.0,1.0,"風景(Na),優美(VH),民宿(Nc),整齊(VH),清潔(VH),老闆(Na),很(Dfa),親切(VH)","風景(Na),優美(VH),民宿(Nc),整齊(VH),清潔(VH),老闆(Na),很(Dfa),親切(VH)","風景(Na),民宿(Nc),老闆(Na)"
普通房間整齊但外觀實在不行早餐種類少但還算可以房客幾乎日本人居多,0.0,1.0,0.0,1.0,1.0,"普通(VH),房間(Nc),整齊(VH),但(Cbb),外觀(Na),實在(D),不行(VH),早餐(Na),種類(Na),少(VH),但(Cbb),還(D),算(VG),可以(D),房客(Na),幾乎(Da),日本人(Na),居多(VI)","普通(VH),房間(Nc),整齊(VH),外觀(Na),實在(D),不行(VH),早餐(Na),種類(Na),少(VH),還(D),算(VG),房客(Na),幾乎(Da),日本人(Na),居多(VI)","房間(Nc),外觀(Na),早餐(Na),種類(Na),房客(Na),日本人(Na)"
乾淨舒適服務親切有腳踏車可以借唯獨電視品質普通大多為衛星日本電視,0.0,1.0,0.0,1.0,1.0,"乾淨(VH),舒適(VH),服務(VC),親切(VH),有(V_2),腳踏車(Na),可以(D),借(VD),唯獨(Da),電視(Na),品質(Na),普通(VH),大多(D),為(VG),衛星(Na),日本(Nc),電視(Na)","乾淨(VH),舒適(VH),服務(VC),親切(VH),腳踏車(Na),唯獨(Da),電視(Na),品質(Na),普通(VH),大多(D),衛星(Na),日本(Nc),電視(Na)","腳踏車(Na),電視(Na),品質(Na),衛星(Na),日本(Nc),電視(Na)"
四人房空間滿大的環境簡單乾淨服務人員也親切只可惜晚上的隔音很不好,0.0,1.0,0.0,1.0,1.0,"四(Neu),人(Na),房(Na),空間(Na),滿(Dfa),大(VH),的(DE),環境(Na),簡單(VH),乾淨(VH),服務(Nv),人員(Na),也(D),親切(VH),只(Da),可惜(VH),晚上(Nd),的(DE),隔音(A),很(Dfa),不(D),好(VH)","四(Neu),人(Na),房(Na),空間(Na),滿(Dfa),大(VH),環境(Na),簡單(VH),乾淨(VH),服務(Nv),人員(Na),親切(VH),只(Da),可惜(VH),晚上(Nd),隔音(A),很(Dfa),不(D),好(VH)","四(Neu),人(Na),房(Na),空間(Na),環境(Na),服務(Nv),人員(Na),晚上(Nd)"
三樓屋頂很適合看海很棒的地方服務親切房間安靜,0.0,1.0,1.0,0.0,1.0,"三樓(Nc),屋頂(Nc),很(Dfa),適合(VH),看(VC),海(Na),很(Dfa),棒(VH),的(DE),地方(Na),服務(VC),親切(VH),房間(Nc),安靜(VH)","三樓(Nc),屋頂(Nc),很(Dfa),適合(VH),看(VC),海(Na),很(Dfa),棒(VH),地方(Na),服務(VC),親切(VH),房間(Nc),安靜(VH)","三樓(Nc),屋頂(Nc),海(Na),地方(Na),房間(Nc)"
地點離機場很近非常方便民宿房間和公用空間都很乾淨廁所很大間,0.0,1.0,1.0,1.0,0.0,"地點(Na),離(P),機場(Nc),很(Dfa),近(VH),非常(Dfa),方便(VH),民宿(Nc),房間(Nc),和(Caa),公用(A),空間(Na),都(D),很(Dfa),乾淨(VH),廁所(Nc),很(Dfa),大(VH),間(Ng)","地點(Na),機場(Nc),很(Dfa),近(VH),非常(Dfa),方便(VH),民宿(Nc),房間(Nc),公用(A),空間(Na),都(D),很(Dfa),乾淨(VH),廁所(Nc),很(Dfa),大(VH),間(Ng)","地點(Na),機場(Nc),民宿(Nc),房間(Nc),空間(Na),廁所(Nc),間(Ng)"
頂樓就能放空發呆cp值高的好民宿小管家很和善對房客很好,1.0,1.0,0.0,0.0,1.0,"頂樓(Nc),就(D),能(D),放空(VH),發呆(VH),cp值(FW),高(VH),的(DE),好(VH),民宿(Nc),小(VH),管家(Na),很(Dfa),和善(VH),對(P),房客(Na),很(Dfa),好(VH)","頂樓(Nc),放空(VH),發呆(VH),cp值(FW),高(VH),好(VH),民宿(Nc),小(VH),管家(Na),很(Dfa),和善(VH),房客(Na),很(Dfa),好(VH)","頂樓(Nc),民宿(Nc),管家(Na),房客(Na)"
有家的溫暖飯店的舒適還有小管家親切的招待有機會一定會再去拜訪,0.0,1.0,0.0,0.0,1.0,"有(V_2),家(Nc),的(DE),溫暖(VHC),飯店(Nc),的(DE),舒適(VH),還(Caa),有(V_2),小(VH),管家(Na),親切(VH),的(DE),招待(VC),有(V_2),機會(Na),一定(D),會(D),再(D),去(D),拜訪(VC)","家(Nc),溫暖(VHC),飯店(Nc),舒適(VH),還(Caa),小(VH),管家(Na),親切(VH),招待(VC),機會(Na),一定(D),會(D),再(D),去(D),拜訪(VC)","家(Nc),飯店(Nc),管家(Na),機會(Na)"
環境清幽房型舒適獨棟別墅火車鐵軌高山雲繞一覽無遺,0.0,1.0,1.0,0.0,0.0,"環境(Na),清幽(VH),房型(Na),舒適(VH),獨棟(A),別墅(Na),火車(Na),鐵軌(Na),高山(Na),雲(Na),繞(VA),一覽無遺(VH)","環境(Na),清幽(VH),房型(Na),舒適(VH),獨棟(A),別墅(Na),火車(Na),鐵軌(Na),高山(Na),雲(Na),繞(VA),一覽無遺(VH)","環境(Na),房型(Na),別墅(Na),火車(Na),鐵軌(Na),高山(Na),雲(Na)"
室內迴音有點大但整體上還是值得推薦的好民宿,0.0,1.0,0.0,0.0,0.0,"室(Nc),內(Ncd),迴音(Na),有點(Dfa),大(VH),但(Cbb),整體(Na),上(Ng),還是(D),值得(VH),推薦(VC),的(DE),好(VH),民宿(Nc)","室(Nc),內(Ncd),迴音(Na),有點(Dfa),大(VH),整體(Na),上(Ng),值得(VH),推薦(VC),好(VH),民宿(Nc)","室(Nc),內(Ncd),迴音(Na),整體(Na),上(Ng),民宿(Nc)"
隔音差晚上聽得到隔壁房間的聲音早上更是被隔壁建築的施工噪音吵到不能睡覺,0.0,1.0,0.0,0.0,0.0,"隔音(Na),差(VH),晚上(Nd),聽(VE),得(DE),到(VE),隔壁(Nc),房間(Nc),的(DE),聲音(Na),早上(Nd),更(Dfa),是(SHI),被(P),隔壁(Nc),建築(Na),的(DE),施工(VA),噪音(Na),吵到(VC),不能(D),睡覺(VA)","隔音(Na),差(VH),晚上(Nd),聽(VE),隔壁(Nc),房間(Nc),聲音(Na),早上(Nd),更(Dfa),隔壁(Nc),建築(Na),施工(VA),噪音(Na),吵到(VC),不能(D),睡覺(VA)","隔音(Na),晚上(Nd),隔壁(Nc),房間(Nc),聲音(Na),早上(Nd),隔壁(Nc),建築(Na),噪音(Na)"
近捷運站服務親切環境舒適早餐提供吐司自理,0.0,1.0,1.0,0.0,1.0,"近(VH),捷運站(Nc),服務(Nv),親切(VH),環境(Na),舒適(VH),早餐(Na),提供(VD),吐司(Na),自理(VC)","近(VH),捷運站(Nc),服務(Nv),親切(VH),環境(Na),舒適(VH),早餐(Na),提供(VD),吐司(Na),自理(VC)","捷運站(Nc),服務(Nv),環境(Na),早餐(Na),吐司(Na)"
三樓廁所空間偏小但是是免治馬桶品質很不錯,0.0,1.0,0.0,0.0,0.0,"三樓(Nc),廁所(Nc),空間(Na),偏(VJ),小(VH),但是(Cbb),是(SHI),免治(A),馬桶(Na),品質(Na),很(Dfa),不錯(VH)","三樓(Nc),廁所(Nc),空間(Na),偏(VJ),小(VH),免治(A),馬桶(Na),品質(Na),很(Dfa),不錯(VH)","三樓(Nc),廁所(Nc),空間(Na),馬桶(Na),品質(Na)"
只有吵沒有停車位沒有晚餐早餐房間很小透天厝,0.0,1.0,0.0,1.0,0.0,"只有(D),吵(VC),沒有(VJ),停車位(Na),沒有(VJ),晚餐(Na),早餐(Na),房間(Nc),很(Dfa),小(VH),透天厝(Na)","吵(VC),沒有(VJ),停車位(Na),沒有(VJ),晚餐(Na),早餐(Na),房間(Nc),很(Dfa),小(VH),透天厝(Na)","停車位(Na),晚餐(Na),早餐(Na),房間(Nc),透天厝(Na)"
多3個小孩每人加收300沒多備品沒多床老闆很愛錢,1.0,1.0,0.0,0.0,0.0,"多(VH),3(Neu),個(Nf),小孩(Na),每(Nes),人(Na),加收(VC),300(Neu),沒(VJ),多(Neqa),備品(Na),沒(VJ),多(Neqa),床(Na),老闆(Na),很(Dfa),愛(VL),錢(Na)","3(Neu),小孩(Na),人(Na),加收(VC),300(Neu),沒(VJ),備品(Na),沒(VJ),床(Na),老闆(Na),很(Dfa),愛(VL),錢(Na)","3(Neu),小孩(Na),人(Na),300(Neu),備品(Na),床(Na),老闆(Na),錢(Na)"
簡單乾淨店員很像韓國的花美男,0.0,0.0,0.0,1.0,1.0,"簡單(VH),乾淨(VH),店員(Na),很(Dfa),像(VG),韓國(Nc),的(DE),花美男(Nb)","簡單(VH),乾淨(VH),店員(Na),很(Dfa),韓國(Nc),花美男(Nb)","店員(Na),韓國(Nc),花美男(Nb)"
菜西式只有自助烤吐司提供花生跟草莓抹醬飲料是冰紅茶跟三合一熱咖啡,0.0,0.0,0.0,0.0,1.0,"菜(Na),西式(A),只有(D),自助(VA),烤(VC),吐司(Na),提供(VD),花生(Na),跟(P),草莓(Na),抹醬(Na),飲料(Na),是(SHI),冰(VHC),紅茶(Na),跟(Caa),三合一(VH),熱(VHC),咖啡(Na)","菜(Na),西式(A),自助(VA),烤(VC),吐司(Na),提供(VD),花生(Na),草莓(Na),抹醬(Na),飲料(Na),冰(VHC),紅茶(Na),三合一(VH),熱(VHC),咖啡(Na)","菜(Na),吐司(Na),花生(Na),草莓(Na),抹醬(Na),飲料(Na),紅茶(Na),咖啡(Na)"
乾淨雙人房空間較小隔音效果稍差早餐的選擇性沒那麼多,0.0,1.0,0.0,1.0,0.0,"乾淨(VH),雙人房(Na),空間(Na),較(Dfa),小(VH),隔音(A),效果(Na),稍(D),差(VH),早餐(Na),的(DE),選擇性(Na),沒(VJ),那麼多(Neqa)","乾淨(VH),雙人房(Na),空間(Na),小(VH),隔音(A),效果(Na),稍(D),差(VH),早餐(Na),選擇性(Na),沒(VJ),那麼多(Neqa)","雙人房(Na),空間(Na),效果(Na),早餐(Na),選擇性(Na),那麼多(Neqa)"
南海飯店員工服務好無論係櫃檯職員執房服務員態度友善親切,0.0,0.0,1.0,0.0,1.0,"南海(Nc),飯店(Nc),員工(Na),服務(VC),好(VH),無論(Cbb),係(VG),櫃檯(Nc),職員(Na),執房(VC),服務員(Na),態度(Na),友善(VH),親切(VH)","南海(Nc),飯店(Nc),員工(Na),服務(VC),好(VH),係(VG),櫃檯(Nc),職員(Na),執房(VC),服務員(Na),態度(Na),友善(VH),親切(VH)","南海(Nc),飯店(Nc),員工(Na),櫃檯(Nc),職員(Na),服務員(Na),態度(Na)"
服務超棒尤其是門房的阿伯非常有活力又很親切整個大眾女湯設備空間皆寬敞宜人,0.0,1.0,0.0,0.0,1.0,"服務(VC),超棒(VH),尤其(D),是(SHI),門房(Na),的(DE),阿伯(Na),非常(Dfa),有(V_2),活力(Na),又(D),很(Dfa),親切(VH),整(Neqa),個(Nf),大眾(Nh),女湯(Na),設備(Na),空間(Na),皆(D),寬敞(VH),宜人(VH)","服務(VC),超棒(VH),尤其(D),門房(Na),阿伯(Na),非常(Dfa),活力(Na),很(Dfa),親切(VH),整(Neqa),大眾(Nh),女湯(Na),設備(Na),空間(Na),皆(D),寬敞(VH),宜人(VH)","門房(Na),阿伯(Na),活力(Na),整(Neqa),大眾(Nh),女湯(Na),設備(Na),空間(Na)"
大眾池泡湯宛如置身日本餐的食材跟手藝都好台北近郊放鬆身心的好選擇,0.0,1.0,0.0,0.0,1.0,"大眾池(Na),泡湯(VH),宛如(VG),置身(VCL),日本餐(Na),的(DE),食材(Na),跟(Caa),手藝(Na),都(D),好(VH),台北(Nc),近郊(Nc),放鬆(VHC),身心(Na),的(DE),好(VH),選擇(VC)","大眾池(Na),泡湯(VH),宛如(VG),置身(VCL),日本餐(Na),食材(Na),手藝(Na),都(D),好(VH),台北(Nc),近郊(Nc),放鬆(VHC),身心(Na),好(VH),選擇(VC)","大眾池(Na),日本餐(Na),食材(Na),手藝(Na),台北(Nc),近郊(Nc),身心(Na)"
路過喝杯免費咖啡服務員態度友善並提供手機充電有溫度的飯店啊,1.0,0.0,0.0,0.0,1.0,"路過(VCL),喝(VC),杯(Nf),免費(VH),咖啡(Na),服務員(Na),態度(Na),友善(VH),並(Cbb),提供(VD),手機(Na),充電(VA),有(V_2),溫度(Na),的(DE),飯店(Nc),啊(T)","路過(VCL),喝(VC),杯(Nf),免費(VH),咖啡(Na),服務員(Na),態度(Na),友善(VH),提供(VD),手機(Na),充電(VA),溫度(Na),飯店(Nc)","杯(Nf),咖啡(Na),服務員(Na),態度(Na),手機(Na),溫度(Na),飯店(Nc)"
熱情的老闆娘招待很周到環境也很舒適尤其裡面的大草皮很適合親子活動,0.0,1.0,0.0,0.0,1.0,"熱情(VH),的(DE),老闆娘(Na),招待(VC),很(Dfa),周到(VH),環境(Na),也(D),很(Dfa),舒適(VH),尤其(D),裡面(Ncd),的(DE),大(VH),草皮(Na),很(Dfa),適合(VH),親子(Na),活動(Na)","熱情(VH),老闆娘(Na),招待(VC),很(Dfa),周到(VH),環境(Na),很(Dfa),舒適(VH),尤其(D),裡面(Ncd),大(VH),草皮(Na),很(Dfa),適合(VH),親子(Na),活動(Na)","老闆娘(Na),環境(Na),裡面(Ncd),草皮(Na),親子(Na),活動(Na)"
民宿及餐飲所有服務均採預約制老闆娘料理手藝很好建物內外都很優雅,0.0,1.0,0.0,0.0,1.0,"民宿(Nc),及(Caa),餐飲(Na),所有(Neqa),服務(VC),均(D),採(VC),預約制(Na),老闆娘(Na),料理(VC),手藝(Na),很(Dfa),好(VH),建物(Na),內外(Ncd),都(D),很(Dfa),優雅(VH)","民宿(Nc),餐飲(Na),所有(Neqa),服務(VC),均(D),採(VC),預約制(Na),老闆娘(Na),料理(VC),手藝(Na),很(Dfa),好(VH),建物(Na),內外(Ncd),都(D),很(Dfa),優雅(VH)","民宿(Nc),餐飲(Na),所有(Neqa),預約制(Na),老闆娘(Na),手藝(Na),建物(Na),內外(Ncd)"
下午茶蛋糕好吃很放鬆的地方,0.0,0.0,0.0,0.0,1.0,"下午茶(Na),蛋糕(Na),好吃(VH),很(Dfa),放鬆(VHC),的(DE),地方(Na)","下午茶(Na),蛋糕(Na),好吃(VH),很(Dfa),放鬆(VHC),地方(Na)","下午茶(Na),蛋糕(Na),地方(Na)"
素食便當的湯好喝旅行社定價400的晚餐但菜色口味價值與誠意皆不足,1.0,0.0,0.0,0.0,1.0,"素食(Na),便當(Na),的(DE),湯(Na),好喝(VH),旅行社(Nc),定價(Na),400(Neu),的(DE),晚餐(Na),但(Cbb),菜色(Na),口味(Na),價值(Na),與(Caa),誠意(Na),皆(D),不足(VH)","素食(Na),便當(Na),湯(Na),好喝(VH),旅行社(Nc),定價(Na),400(Neu),晚餐(Na),菜色(Na),口味(Na),價值(Na),誠意(Na),皆(D),不足(VH)","素食(Na),便當(Na),湯(Na),旅行社(Nc),定價(Na),400(Neu),晚餐(Na),菜色(Na),口味(Na),價值(Na),誠意(Na)"
房間普通不過櫃檯都很親切也很貼心會介紹附近景點等等,0.0,1.0,0.0,0.0,1.0,"房間(Nc),普通(VH),不過(Cbb),櫃檯(Na),都(D),很(Dfa),親切(VH),也(D),很(Dfa),貼心(VH),會(D),介紹(VE),附近(Nc),景點(Na),等等(Cab)","房間(Nc),普通(VH),櫃檯(Na),都(D),很(Dfa),親切(VH),很(Dfa),貼心(VH),會(D),介紹(VE),附近(Nc),景點(Na)","房間(Nc),櫃檯(Na),附近(Nc),景點(Na)"
出菜速度快菜品不錯服務人員態度良好,0.0,0.0,0.0,0.0,1.0,"出菜(VA),速度(Na),快(VH),菜品(Na),不錯(VH),服務(VC),人員(Na),態度(Na),良好(VH)","出菜(VA),速度(Na),快(VH),菜品(Na),不錯(VH),服務(VC),人員(Na),態度(Na),良好(VH)","速度(Na),菜品(Na),人員(Na),態度(Na)"
民宿景美但房間設施比較老舊熱水不是很穩服務人員親切早餐是自助式餐點美味,0.0,1.0,1.0,0.0,1.0,"民宿(Nc),景美(Nc),但(Cbb),房間(Nc),設施(Na),比較(Dfa),老舊(VH),熱水(VHC),不(D),是(SHI),很(Dfa),穩(VH),服務(VC),人員(Na),親切(VH),早餐(Na),是(SHI),自助式(A),餐點(Na),美味(VH)","民宿(Nc),景美(Nc),房間(Nc),設施(Na),比較(Dfa),老舊(VH),熱水(VHC),不(D),很(Dfa),穩(VH),服務(VC),人員(Na),親切(VH),早餐(Na),自助式(A),餐點(Na),美味(VH)","民宿(Nc),景美(Nc),房間(Nc),設施(Na),人員(Na),早餐(Na),餐點(Na)"
環境乾淨價錢合理老闆員工親切有禮太平山之旅很好的選擇,1.0,0.0,1.0,1.0,0.0,"環境(Na),乾淨(VH),價錢(Na),合理(VH),老闆(Na),員工(Na),親切(VH),有禮(VH),太平山(Nc),之(DE),旅(Na),很(Dfa),好(VH),的(DE),選擇(Na)","環境(Na),乾淨(VH),價錢(Na),合理(VH),老闆(Na),員工(Na),親切(VH),有禮(VH),太平山(Nc),旅(Na),很(Dfa),好(VH),選擇(Na)","環境(Na),價錢(Na),老闆(Na),員工(Na),太平山(Nc),旅(Na),選擇(Na)"
環境清幽山景很美浴室超乾凈能滿足有潔癖職業病的我真的要大力支持加油,0.0,0.0,1.0,1.0,0.0,"環境(Na),清幽(VH),山景(Na),很(Dfa),美(VH),浴室(Nc),超(Dfa),乾凈(VH),能(D),滿足(VHC),有(V_2),潔癖(Na),職業病(Na),的(DE),我(Nh),真的(D),要(D),大力(D),支持(VC),加油(VB)","環境(Na),清幽(VH),山景(Na),很(Dfa),美(VH),浴室(Nc),超(Dfa),乾凈(VH),滿足(VHC),潔癖(Na),職業病(Na),真的(D),大力(D),支持(VC),加油(VB)","環境(Na),山景(Na),浴室(Nc),潔癖(Na),職業病(Na)"
服務很親切附近都有攤販店家吃很方便房間也很乾凈早餐好吃推薦入住,0.0,0.0,0.0,1.0,1.0,"服務(VC),很(Dfa),親切(VH),附近(Nc),都(D),有(V_2),攤販(Na),店家(Na),吃(VC),很(Dfa),方便(VH),房間(Nc),也(D),很(Dfa),乾凈(VH),早餐(Na),好吃(VH),推薦(VC),入住(VCL)","服務(VC),很(Dfa),親切(VH),附近(Nc),都(D),攤販(Na),店家(Na),吃(VC),很(Dfa),方便(VH),房間(Nc),很(Dfa),乾凈(VH),早餐(Na),好吃(VH),推薦(VC),入住(VCL)","附近(Nc),攤販(Na),店家(Na),房間(Nc),早餐(Na)"
停車位置只有門前及旅店後方空地若是停滿只好另尋車位了較不方便,0.0,1.0,0.0,0.0,0.0,"停車(Nv),位置(Na),只有(Cbb),門(Na),前(Ncd),及(Caa),旅店(Nc),後方(Ncd),空地(Na),若是(Cbb),停滿(VC),只好(D),另(Nes),尋(VC),車位(Na),了(T),較(Dfa),不(D),方便(VH)","停車(Nv),位置(Na),門(Na),前(Ncd),旅店(Nc),後方(Ncd),空地(Na),停滿(VC),只好(D),尋(VC),車位(Na),不(D),方便(VH)","停車(Nv),位置(Na),門(Na),前(Ncd),旅店(Nc),後方(Ncd),空地(Na),車位(Na)"
枕頭偏高看個人有沒有挑睡設備偏老舊人員服務親切,0.0,1.0,0.0,0.0,1.0,"枕頭(Na),偏(D),高(VH),看(VC),個人(Nh),有(V_2),沒(D),有(V_2),挑(VA),睡(VA),設備(Na),偏(D),老舊(VH),人員(Na),服務(VC),親切(VH)","枕頭(Na),偏(D),高(VH),看(VC),個人(Nh),沒(D),挑(VA),睡(VA),設備(Na),偏(D),老舊(VH),人員(Na),服務(VC),親切(VH)","枕頭(Na),個人(Nh),設備(Na),人員(Na)"
