label,filtered_noun
0.0,服務 好 乾淨 場地 空間 適合 團體 出遊 住宿 地點
0.0,住 人 房 人 房 乾淨 房間 浴室 空間 算 充裕 水上 活動 完 梳洗 舒服
0.0,套房 房 廁所 乾淨 老闆娘 人 親切 房間 偏 小
0.0,後面 空地 停車場 方便 闆娘 一樓 自營 回流麵館 好吃 下 次 訂房
0.0,裝潢 用心 可惜 浴室 抽 風 設備 好 房間 濕氣 重附 早餐 擺盤 好 吃
1.0,家人 生日 小 旅行 民宿 店家 招待 小 點心 環境 好 在 峇里島 度假 氛圍
0.0,服務 親切 新 民宿 老闆 自製 小 地圖 介紹 附近 景點 美食
0.0,隔音 差 床 爛 ikea 家具 浴室 小 間 排水孔 塞滿 頭髮 水 排
1.0,超棒 住宿 體驗 舒適 環境 浴缸 泡澡 高 地點 好 找
0.0,屋主 超 訊息 回覆 速度 迅速 房間 裝潢 好 讚
1.0,五星級 乾淨 地點 位置 距離 後 站 分鐘 走路 到達 床 舒適 花蓮 旅遊 推薦
0.0,空間 浴缸 環境 不錯 整齊 清潔 方面 做 不錯 cp值
1.0,交通 方便 安靜 無限 網路 房東 親切 服務 煮食 家 感覺
0.0,老闆 親切 介紹 周遭 景點 房間 乾淨 下 次 台東 入住 推薦
0.0,錢包 掉 錢 車 回家 有感 感謝 劉 先生
0.0,老闆 熱情 願意 花 時間 協助 安排 行程 房間 大小 適中 設備 齊全
0.0,舒服 飯店 環境 房間 落地窗 浴室 大樓 下 結合 餐廳 遊樂 設施 玩 兩 天 問題
0.0,購物 遛小孩 餐飲 全部 室 活動 受 天候 影響 懶人 父母 好 去處
0.0,小朋友 畢旅 入住 忘 水壺 打電話 告知 客服 中心 幫忙 處理 寄回 學校 感謝
0.0,櫃檯 親切 房間 乾淨 挑高 米 城堡房 大推 玩具 滑梯 浴缸
0.0,飲料 充電器 碗公 好多 餐具 糖果 餅乾 水果 飲料
0.0,房間 漂亮 老闆 親切 沐浴乳 洗髮乳 棒 遇到 水準 房客
1.0,舒服 地方 環境 超美 主人 回覆 訊息 親切 大推
0.0,下午 三點 入住 建議 checkin 享受 在 裡面 悠閒 時光
1.0,物美價廉 附設 餐廳 臨海 風景 優美 看到 三仙台 風景區
0.0,早餐 供應 稀飯 無 麵包 飲料 紅茶 咖啡 自費 購
0.0,住宿 少許 錢 享用 晚餐 餐 菜色 不錯
0.0,房間 裝潢 設備 新 漂亮 浴缸 美 按摩 設備 棉被 過敏 早餐 菜色 樣式 少
0.0,異味 wifi 浴室 熱水 熱 好 推
0.0,室 容易 隔壁 傳至 空調 煙味 浴缸 黴菌 生鏽 斑駁
0.0,老闆 老闆娘 親切 房間 新 乾淨 服務 棒 值得 推薦
0.0,在 馬祖 衛浴 設備 乾 濕 分離 先生 感動 機會 東引 想 入住
0.0,設計感 裝潢 配色 色調 溫暖 明亮 照明 家 省電 燈泡 昏暗
0.0,努力 在 幫 找 車位 一樓 冰箱 裡面 飲料 水 自取 一樓 客廳 零食 吃
0.0,老闆娘 親切 愛 乾淨 房間 cp值 高 花蓮 住
1.0,地點 方便 距離 市中心 房東 親切 問題 解決
1.0,房間 乾淨 舒適 環境 清幽 阿港伯 熱情 招待 花蓮 支持 阿港伯
1.0,臨近 銅門村 慕谷慕魚 風景 秀麗 鯉魚潭 後院 水池 顆 漂亮
0.0,老闆娘 無敵 親切 熱情 室 裝潢 溫馨 乾淨 洗澡 水柱 強 棒
0.0,老闆 老闆娘 人 親切 熱情 招待 服務 環境 溫馨 乾淨 在 家 感覺
0.0,服務 親切 房間 舒適
0.0,天 吃 早餐 今天 傳統 美味 素食 廣東粥 麵線糊 價位 便宜 房間 乾淨
0.0,環境 美好 老闆娘 服務 讚 推薦 價格 親民 金門 口袋 名單
0.0,懷舊 氛圍 白天 櫃檯 服務 人員 親切 有禮 溫泉 湯質 舒服 適合 放鬆 地方
0.0,服務 好 陽明山 著名 溫泉 飯店 房間 建築 古早 日本 味道
0.0,算 便宜 溫泉 旅館 接 電話 小姐 態度 差 便宜 那裡 花錢 找罪 受
1.0,房間 乾淨 獨立 空調 陽台 廁所 乾 溼 分離 離 捷運站 隔壁 六合 夜市 好吃 好 睡
1.0,員工 服務 態度 良好 房價 友善 位置 離 美麗島站 接近
1.0,地點 捷運 房間 乾淨 空間 陽台 值得 推薦
0.0,房間 溜滑梯 辦 家家酒 積木 棒 電梯
0.0,小孩 住 開心 電梯 洗衣機 環境 整潔 明亮 浴室 寬敞 推薦給 朋友
0.0,大廳 室 拖 房間 用品 續住 夠 拿有 電梯 坐 搬 重重 行李 上樓
0.0,房間 寬敞 乾淨 早餐 宵夜 咖啡 點心 台南 高雄 出差 住宿 首選
0.0,說 外地 遊客 住 星級 飯店 家 物美價廉 乾淨 舒適
1.0,離 公園 夜市 房間 舒適 晚班 郭姓 櫃檯 人員 服務 親切
0.0,老闆娘 親切 溫馨 小 房
1.0,光線 明亮 價格 實惠 冷氣 涼 位置 讚 推
0.0,房間 乾淨 舒適 不錯 人 住 雙人房 舒適 安心 老闆 老闆娘 友善
1.0,離 市區 空間 CP值 高
0.0,服務 超好 房間 整潔 超優 旅店
1.0,民宿 主人 用心 好多 特色 設計 房間 乾淨 舒服 海景 早餐 超棒
1.0,地點 方便 在 老街尾 裝潢 新潮 設計感 早餐 份量 吃
0.0,二四 人 房 地面 放置 浴巾 處 ㄧ些 頭髮 清潔 浴室 熱水 穩定 容易 燙傷
0.0,自然 生態 豐富 服務 人員 熱情 早餐 美味 房間 造型 特殊 舒適 飄飄河 孩子 最愛
1.0,小朋友 戲水 海邊 鄰 民宿 建築 造型 型 住宿 澎湖 體驗 選擇
0.0,漂亮 名宿 漂亮 可愛 管家 藍月 小姐 服務 一級棒
0.0,房間 浴室 舒適 車庫 房型 室 外 停車場 服務 好
0.0,旅 飯店 第一 次 遇到 手機 拍 早餐 種類 影片 拍到 空盤
0.0,親子房 棒 住 間 煙味 小朋友 玩 溜滑梯 開心
0.0,空間 室 景觀 電視 住宿 附贈 晚餐 早餐 大推
0.0,環境 乾淨 整齊 社區 安靜 房間 在 渡假 感覺
0.0,在 飯 吃 家安 請 吃 牛排 一輩子 感謝
0.0,浴室 窗戶 悶 空氣 流通 整體 算 乾淨 介意 噪音 參考
0.0,炒 食用 棒 早餐 供應 人 份量 足 飽滿 餐飲 值得
0.0,電梯 在 退房 時間 維修 服務 人員 安置 房客 請 房客 電梯 維修好 退房
0.0,KTV 包廂 型態
1.0,廟口 夜市 走路 分鐘 看到 基隆港 夜景 設備 媲美 日本 等級 設計 背包客 旅館
1.0,棒 旅店 老闆娘 親切 交誼廳 氣氛 棒 靠近 基隆 廟口 停留 好 地方
0.0,老闆 娘 愛心 認真 細心 服務 客人 環境 好 乾淨 推薦 渡假
0.0,餐廳 部分 整體 不錯 晚餐 吃 推薦 合菜 早餐 民宿 提供 料 爆 虱目魚 粥 不錯
0.0,用料 新鮮 實在 海產 當天 抓 建議 訂位 訂 菜 廚師 準備 新鮮 食材
0.0,具 地方 特色 台南 美味 價格 公道 服務 親切 cp 值 高
1.0,空間 舒服 房間 新 陽台 景觀 不錯 早上 起床 看到 心情 好
0.0,棒 豬雞魚 肉質 嫩 油溫 掌握 棒 肉品 完美
0.0,擺設 簡單 好看 在 巷子 裡 住家 兼顧 民宿 賣 餐點 小孩子 乖 想 光顧
0.0,餐 重要 飯食 附餐 豐富 水果 例湯 小菜
1.0,免費 飲水機 晚上 夜市 買 點 小菜 放 音樂 舒服 機會
0.0,建築 特色 浴室 上面 天窗 陽光 撒下來 棒
0.0,照片 美 區域 美 房間
0.0,房間 差 晚上 睡覺 隔壁 說話 聽 一清二楚 吃 早餐 看見 蟑螂 在 廚房 爬來爬去
0.0,中央 空調 附 小 點心 茶包 飲料 早餐 730100012 點 前 退房
1.0,舊 浴室 發霉 乾淨 位置 好 在 捷運站 旁 附近 美食
0.0,老闆 詳細 解說 景點 生態 泡 茶 咖啡 棒
0.0,老闆娘 待人 親切 廚藝 一級棒 桂竹筍 山豬皮 紅茶 滷肉 好吃
0.0,住 新館 房間 設計 裝潢 實際 住起來 高 業主 服務 接待 熱情
1.0,店員 服務 好 大廳 漂亮 提供 吐司 飲料 早餐 地理 位置 離 觀光 地點
0.0,大廳 活動 空間 棒 小孩 愛 用心 安排 房間 設備 普普通通 合理 價位
0.0,停車場 走 分鐘 乾 溼 分離 浴室 設計 門水 跑到 洗手台 馬桶區
0.0,大推 房間 漂亮 環境 好 說 服務 態度 棒 附 好吃 早餐 讚
0.0,主人 可親 環境 整潔 房間 乾淨 舒適 超棒
0.0,民宿 阿北 人 帥 隻 任性 可愛 貓咪
1.0,羅東 夜市 整體 不錯 宜蘭 想
0.0,飯店 整 菸味
0.0,獨特 風格 老闆 服務 佳 提供 豐富 行程 規劃 建議 棒棒
0.0,老闆 專業 介紹 房間 提供 麻花捲 試吃
1.0,風景 漂亮 老闆人 好 代訂 水上 活動 品質 棒
0.0,早餐 沙拉粥 麵包 鮮奶 豆漿 咖啡機 廚房 點 做 好吃
0.0,房間 走廊 昏暗 房型 不錯 房型 浴缸 空間 算 房 燈光 全開 暗 摸摸
0.0,環境 不錯 旅店 cp值 高 方便 配合 旅遊 行程 下 次 旅遊展 買 套票
0.0,一樓 冰箱 餐具 間 一樓 冷氣 自然 愛 地球 曬 陽光 位子 涼爽
1.0,旅店 位置 方便 房間 視野 佳 硬體 舒適 服務 品質 可惜 早餐 餐廳 空間 小 擁擠
1.0,服務 人員 友善 熱情 地點 鄰近 夜市 百貨 捷運站 價格 推薦
0.0,擦 桌子 備餐 停車場 位子 不足 車道 車位 狹小 重點 費用 算是 高
0.0,地點 房卡 房型 簡潔 停車位 難 腳踏車 借用 附 週邊 景點 地圖
0.0,間 結合 下午茶 民宿 老闆 說 在 池上 車站 附近 店面
0.0,房間 漂亮 乾淨 住 舒適 高 下 次 拜訪 想 吃吃 民宿 特色 餐點
0.0,民宿 主人 熱情 民宿 特色
0.0,宵夜 泡麵 療癒 小 旅
1.0,交通 方便 位置 優越 房間 乾淨 價格 旅程 花上 天 購物 規劃
0.0,機 提供 熱水 一樓 點心 早上 簡單 麵包 棒 旅館 cp值 高
0.0,中華 電信 台哥大 網路 收訊 差 差 隔壁 電話 響 洗澡 說話 聽
1.0,風景 超美 整 房間 舒服 空間 大連 洗澡 水 完美 不行
0.0,花蓮 旅遊 住宿 選擇 老闆娘 手作 早餐 不錯 吃
0.0,精心 房間 設計 風格 鬧中取靜 位置 重要 友善 寵物 民宿
1.0,櫃檯 小姐 服務 親切 珠寶 飾品 獨特 漂亮 頂樓 湯池 溫度 適中 風景 美
0.0,全新 建築 安全 房卡 乾淨 房間 衛浴 浴缸 乾 濕 分離 樓下 溫泉 泡腳池
1.0,地點 礁溪 車站 客運 轉運站 附近 湯圍溝 公園 設施 散步 逛逛
0.0,物美價廉 房間 寬敞 值得 推薦
0.0,訂房 說 匯款 資料 說 簡訊 放 鴿子 打電話 過去 掛 電話
0.0,爛 不行 房間 小孩 蹦蹦跳跳 大門 口 進出 聲音 清清楚楚
0.0,環境 乾淨 整潔 好 電視 電影 音樂 電台 早餐 服務
0.0,大廳 房間 cp值 不錯 櫃檯 人員 Eva 小姐 仔細 講解 洗衣房 操作 方式
0.0,付星 古早味 飯店 外觀 裝潢 浴室 浴缸
0.0,主人 親切 房間 衛浴 設備 乾淨 棉被 太陽 味道
1.0,主人 親切 熱情 高台 熱氣球 開車 不到 10 分鐘 早餐 吃到 咖啡 好喝
0.0,次 旅行 玩 盡興 天 住宿 民宿 這裡 棒 特別 推薦
0.0,價格 便宜 值 高 一樓 吧台 喝 經濟 實惠 調酒 地下室 桌遊 供 遊玩
0.0,現在 青旅 裝潢 等級 家 顯得 簡陋 房間 出現 蟑螂 飛
0.0,設計感 空間 舒服 人員 態度 好 服務 貼心 100 分 滿足 專業 讚 讚 讚
1.0,交通 便利 氣氛 幽靜 衛浴 設備 乾淨 床位 建議 裝 布簾
0.0,不錯 背包客棧 乾淨 一樓 空間 棒 家人 玩 時 住 這裡
0.0,整潔 舒適 設備 佳 環境 佳 服務 人員 佳 下 次 台南 想 住上 第二 晚 地方
0.0,環境 乾淨 設備 新穎 老闆娘 服務 貼心 房間 走廊 拍照 好 地方
0.0,謝謝 老闆娘 用心 次 入住 人 房 附 陽台 空間 乾淨 舒適 下 次 機會
1.0,入住 雙人房 乾淨 風格 簡約 價格 合理 離 安平區 觀光
0.0,入住 送 伴手禮 果醬 下午茶 點心 飲料 鬆餅 水果 房型 車庫
0.0,建築 走 風格 房間 餐點 不錯 在 露天 泡湯池 裡 享受 悠閒 渡假 氣氛
0.0,價格 公道 乾淨 整潔 老闆 大兒子 帥 徵 女友 中
0.0,經營 套房 出租 主人員 進出 雜 環境 進步 空間
0.0,雙貓 未來 合作 戰略 伙伴
0.0,民宿 老闆娘 親切 咖啡 好喝 房間
0.0,老闆娘 人 好 親切 小朋友 享受 親子 空間 設想 周到
1.0,推薦 東港 超棒 民宿 碼頭 超快 環境 舒適 民宿 主人 熱情 友善
1.0,老闆娘 熱情 房間 乾淨 景色 美 好 早餐 好吃
0.0,感謝 娟姐 準備 下午茶 點心 棒 蓮花 養生 茶
1.0,名副其實 五星級 飯店 服務 設備 餐點 設施 棒 港景房 風景 美
1.0,早餐 晚餐 自助餐 菜色 好吃 港景房 房間 陽台 景觀 美
1.0,五星級 飯店 面臨 大海 挑高 空間 衛浴 空間 露天 泳池 適合 好友 暢玩 地方
0.0,遊樂池 泡腳池 大人 小孩 開心 房間 簡單 乾淨 早餐 不錯 登山 好 選擇
0.0,熱情 好客 業者 用心 位 旅客 處理 用餐 小 細節 貼心 間 推薦 好 民宿
0.0,CP值 高 成人 200 洗 湯屋 大眾池 小孩 看到 溜滑梯 失控
0.0,人情味 希望 好友 有空 台南 新營 遊玩 選擇 住宿 好 地方
0.0,舊 旅館 反應 在 房價 空間 小 中央 空調 強
0.0,棉被 灰塵 冷氣 涼 推薦
0.0,環境 自然 食物 好吃 肖楠館 找 靈感 好 停車 住 民宿 不錯
0.0,房間 原木 傢俱 裝潢 適合 放鬆 好 地方
0.0,棒 住宿 休閒 體驗 經驗 感謝 園區 人員 熱誠 接待 辛苦
0.0,無敵 海景房 打開 一點 窗戶 聽 海浪 聲音 wifi 信號 爛 烤箱 自動 麻將桌
1.0,房間 靠近 海 海 吹 海風 坐 在 椅子 吃 東西 放鬆 心情 晚
1.0,戶外 風景 好 飲料 冰 奶茶 甜 C Pvalue 低 歇息 地方
0.0,感謝 主人 溫度 招待 美 舒適 環境 值得 福興 時 入宿 選擇
0.0,輕山居 正確 住址 苗栗縣 通霄鎮 福興 11233號 距離 福興 武術 學校 公里
0.0,特色 客房 一樓 酒吧 頂樓 露臺 空間 旅客 好好 放鬆 好 地方
0.0,棒 服務 房間 設備 環境 家具 理念 早餐
0.0,設備 不佳 客房 聽 隔壁 淋浴 孩子 哭聲 聽到 隔壁 醫院 救護車 聲音
0.0,花季 期間 園區 漂亮 沙坑 跳跳床 小朋友 放電 晚餐 早餐 特色
0.0,棒 環境 餐點 精緻 希望 下午茶 兒童 飲料 部份 改 提供 無 咖啡音 飲品
0.0,美國 鄉村風 民宿 房間 風格 這裡 擺設 民宿 主人 用心 覺得 棒
0.0,用心 經營 民宿 環境 優美 主人 推出 多樣 手作 活動 豐富 住宿 樂趣 值 高
1.0,民宿主 老闆 老闆娘 態度 親切 南瓜 濃湯 好喝 食材 新鮮 環境 清幽 推
0.0,老闆娘 親切 媽媽 聊天 幫 拍照 房間 飯店 感覺 用力 推薦
0.0,房間 清潔 不錯 漫步 在 雞蛋花 步道 享受 手作 蛋餅 煮 咖啡 種 另類 幸福
0.0,價錢 公道 一樓 浴室 空間 二樓 淋浴間 洗手台 好
0.0,吹風機 吹 分鐘 熱 停 國小 小孩 加價 附 早餐
1.0,深藏 鬧區 市場 旅社 cp值 算 不錯 可惜 熱水 冷 熱 廁所 門 關
0.0,老闆 人 超 好 推薦 老街 住宿
0.0,平價 旅館 房間 間 冷氣 涼
0.0,老闆 老闆娘 親切 問題 樂意 幫助 早餐 老闆 做 好吃
0.0,民宿 主人 音樂 造詣 好 請 唱歌 聽聽 女 主人 泡 特色 花茶 色 香 味 具足
0.0,老闆 老闆娘 親切 熱情 準備 食材 用心 民宿 空間 小孩 自由 玩耍
0.0,房間 乾淨 整齊 老闆娘 親切 人 好
0.0,親切 服務 乾淨 環境
0.0,離島 地方 休息 飯店 不錯
0.0,這裡 環境 超好 房價 合理 房間 乾淨 老闆 人 熱心 介紹 附近 吃喝玩樂 地方
0.0,住 人 房 非 假日 價格 1800 元 附 早餐 廚房 咖啡機
0.0,提供 乾淨 舒適 住宿 空間 高 旅店
0.0,客廳 廚房 設備 棒 次 美好 住宿 體驗 下 次 機會 入住
1.0,整體 環境 不錯 停車 方便 附近 景點 美食
1.0,平價 乾淨 舒適 地點 便利 廁所 門 透明 玻璃 尷尬
0.0,服務員 親切 雙人床 大好 睡 早餐 烤 土司 好吃 缺點 房間 隔音 差
1.0,CP值 高 飯店 鄰近 捷運 環北站 附近 便利商店 離 中壢 夜市
1.0,服務 人員 禮貌 房務 認真 離 捷運站 夜市 老街溪 步道 在 附近
1.0,地點 寧靜 棒 被子 枕頭 好 睡 早餐 好吃 值 高 好 地方
1.0,飯店 乾淨 離 七星潭 走路 分鐘 服務 態度 好 價錢 便宜 浴室 房間 大推推
0.0,兩 床 人 海景房 梳洗 乾 濕 分離 廁所 分 區塊 妨礙 房價 超優
1.0,農場 景觀 漂亮 住宿 房間 清潔 不錯 臨近 池上 街區 走路 慢慢 欣賞 池上 美
1.0,地方 寧靜 中 大自然 共處 晚上 聽 蛙鳴
0.0,房間 提供 免費 礦泉水 冷飲 小 管家 鋼杯 冰 在 冰箱 貼心 服務
0.0,蘋果汁 外面 露天 浴缸 超棒 附 沐浴鹽 喜歡 質感 旅店 選 樂見 滿意
0.0,味 小 點心 搭配 茶 咖啡 享用 整體 說 用心 空間 推薦 體驗
0.0,放鬆 身心 好 地方 享受 自然 飲品 自然 美食
0.0,好棒 民宿 裝潢 設計 風格 舒適 好喝 小 米酒
0.0,貓咪 親人 老闆娘 溫柔 親切 小小孩 友善
0.0,道地 古味 餐廳 老闆 車禍 休息 住宿 請 人 在 幫忙
0.0,秀蘭瑪雅 疫情 關係 轉型 種植 帝丹烏參 人蔘 帝丹 人蔘 養生餐
0.0,這裡 放鬆 踏青 忘掉 愉快 事
0.0,老闆 人 好 服務 周到 歐風 城堡 吸睛 庭園 草地 適合 全 家 旅遊
0.0,房間 寬敞 乾淨 管家 李 先生 親切 值得 推薦
0.0,乾淨 整齊 早餐 伯朗 咖啡
0.0,包 棟 夜晚 烤 肉 房間 漂亮 設備 超讚 老闆人 超好
0.0,整 間 民宿 高雅 大方 一些 小 地方 小 巧思 擺設 適合 預算 家庭 放鬆 自我
0.0,發現 老闆 地方 小 裝潢 用心 經營 麻將桌 變 張 讚
0.0,水管 不佳 早餐 增加 選擇 樣式 份量 紅茶 鋁箔包
0.0,老闆 員工 親切 房間 乾淨 泡湯 好 去處 值得 推薦
0.0,老闆娘 體貼 太晚 回 房 打電話 景點 接 回去
1.0,房間 乾淨 舒適 價格 親民 衛浴 設備 滿意 吃 早餐 地方 風景 欣賞 推薦
0.0,30樓 用餐 景觀 好 座位 寬暢 動線 規劃好 樓層 旅館 住宿 部分
1.0,地點 位置 佳 交通 方便 櫃檯 接待 人員 服務 態度 好 位 身高 高 女生 人 親切 和善
0.0,房間 舊 早餐 爛 選 麥當勞 好 整體 價位 算 接受 浴缸 房間 暖
1.0,在 北港 地區 覺得 五星級 寬敞 明亮 價格 公道 實在 推薦
0.0,居住 環境 不錯 設備 老舊 鄉下 地方 櫃檯 人員 親切
0.0,老闆 老闆娘 熱心 介紹 在地 食物 景點 老闆 早上 做 早餐 吃
0.0,住 三樓 雙人房 乾淨 空間 不錯 床 舒服 枕頭 軟硬 適中
0.0,推薦 基督徒 經營 哈利路亞 民宿 房間 舒適 環境 乾淨 民宿 主人 熱情 接待
1.0,餐點 好吃 服務 好 交通 方便 房間 舒適 乾淨 衛浴 設備 齊全 廉價 值得 推薦
0.0,氣氛 不錯 ktv房 裝潢 有點 歷史 客人 素質 不一 設備 少數 破損
0.0,環境 乾淨 早餐 好吃 車庫 台 汽車 車 外面 戶外 停車場 停
1.0,空間 寬敞 部分 房型 提供 KTV 林口 地區 休息 好 地方
0.0,房間 乾淨 空間 服務 親切 地圖 告訴 景點 路線 規劃 推薦
